Year,Trial,Date,Week,Days.after.deployment,Observer,Reef,Treatment,Density,Goby.ID,Nearest.TOL,Starting.location,Starting.position,Total.time.exposed,proportion.exposed,Total.time.hidden,proportion.hidden,num.movement.swims,Distance.moved.review.this.column,corrected.distance.moved,num.bites,num.times.chased,num.times.chaser,area.used.cm
2018,4,6/6/2018,1,6,LS,2,High,6,39,4.5,rock,exposed,195,0.65,105,0.35,8,200,200,4,0,0,100
2018,4,6/6/2018,1,6,LS,2,High,6,23,2,rock,exposed,180,0.6,120,0.4,1,90,90,5,0,0,45
2018,4,6/6/2018,1,6,LS,2,High,6,NTS,1.2,rock,exposed,121,0.4,179,0.6,2,50,50,3,0,0,25
2018,4,6/6/2018,1,6,GJ,2,High,7,29,1,rock,exposed,221,0.74,79,0.26,7,50,50,1,0,0,64
2018,4,6/6/2018,1,6,GJ,2,High,7,30,2,rock,exposed,300,1,0,0,4,20,20,8,0,0,25
2018,4,6/6/2018,1,6,GJ,2,High,7,29,4,rock,hidden,0,0,300,1,5,20,20,2,0,0,25
2018,4,6/6/2018,1,6,LS,3,Medium,7,30,2.3,rock,exposed,191,0.64,109,0.36,2,180,180,0,0,0,162
2018,4,6/6/2018,1,6,GJ,3,Medium,11,31,2,rock,exposed,244,0.81,56,0.19,6,40,40,10,0,0,25
2018,4,6/6/2018,1,6,GJ,3,Medium,11,28,4,rock,exposed,300,1,0,0,5,30,30,8,0,0,100
2018,4,6/6/2018,1,6,LS,3,Medium,7,29,3.4,rock,exposed,260,0.87,40,0.13,7,190,190,11,0,1,324
2018,4,6/6/2018,1,6,LS,3,Medium,7,NTS,2.5,rock,exposed,265,0.88,35,0.12,3,150,150,1,0,1,81
2018,4,6/6/2018,1,6,GJ,3,Medium,11,31,3,TOL,hidden,75,0.25,225,0.75,7,100,100,4,0,1,250
2018,4,6/6/2018,1,6,GJ,4,High,4,23,3,rock,hidden,0,0,300,1,5,40,40,1,3,0,100
2018,4,6/6/2018,1,6,GJ,4,High,4,31,1,rock,exposed,270,0.9,30,0.1,3,60,60,7,1,0,49
2018,4,6/6/2018,1,6,LS,4,High,4,23,3,rock,hidden,0,0,300,1,5,100,100,12,0,0,81
2018,4,6/6/2018,1,6,LS,4,High,4,32,5,rock,exposed,151,0.5,149,0.5,1,80,80,5,0,0,81
2018,4,6/6/2018,1,6,GJ,4,High,4,26,2,rock,exposed,267,0.89,33,0.11,4,30,30,7,0,0,25
2018,4,6/6/2018,1,6,LS,4,High,4,26,2,rock,exposed,278,0.93,22,0.07,6,4,4,0,0,0,324
2018,4,6/6/2018,1,6,GJ,5,Medium,5,29,1,rock,exposed,233,0.78,67,0.22,1,20,20,3,1,0,9
2018,4,6/6/2018,1,6,GJ,5,Medium,5,26,1,rock,exposed,40,0.13,260,0.87,5,40,40,0,0,0,600
2018,4,6/6/2018,1,6,GJ,5,Medium,5,23,3,rock,exposed,174,0.58,126,0.42,1,0,0,0,0,0,1
2018,4,6/6/2018,1,6,LS,6,Low,7,27,3,rock,exposed,300,1,0,0,8,300,300,11,0,0,900
2018,4,6/6/2018,1,6,LS,6,Low,7,25,2,rock,exposed,300,1,0,0,1,200,200,5,0,0,400
2018,4,6/6/2018,1,6,GJ,6,Low,9,26,5,rock,exposed,213,0.71,87,0.29,13,120,120,5,0,0,240
2018,4,6/6/2018,1,6,GJ,6,Low,9,25,2,rock,exposed,292,0.97,8,0.03,4,60,60,2,0,0,64
2018,4,6/6/2018,1,6,GJ,6,Low,9,38,5,rock,exposed,88,0.29,212,0.71,5,60,60,0,0,2,225
2018,4,6/12/2018,2,12,GJ,8,High,4,28,4,rock,hidden,0,0,300,1,3,100,100,1,3,0,225
2018,4,6/12/2018,2,12,HR,8,High,4,28,5.3,rock,exposed,163,0.54,137,0.46,15,NA,NA,0,1,0,25
2018,4,6/12/2018,2,12,HR,8,High,4,23,3,rock,exposed,60,0.2,240,0.8,5,NA,NA,0,1,0,5
2018,4,6/12/2018,2,12,HR,8,High,4,26,1.4,rock,hidden,136,0.45,164,0.55,NA,NA,NA,3,0,0,10
2018,4,6/12/2018,2,12,GJ,8,High,4,26,5.4,rock,exposed,71,0.24,229,0.76,13,150,150,1,0,1,100
2018,4,6/12/2018,2,12,GJ,8,High,4,26,1,rock,exposed,230,0.77,70,0.23,6,150,150,1,0,1,120
2018,4,6/12/2018,2,12,GJ,9,Low,5,26,5,rock,exposed,300,1,0,0,4,300,300,6,2,0,60
2018,4,6/12/2018,2,12,HR,9,Low,5,27,3,rock,hidden,226,0.75,74,0.25,8,NA,NA,2,0,0,10
2018,4,6/12/2018,2,12,HR,9,Low,5,26,2.3,rock,exposed,300,1,0,0,2,NA,NA,0,0,0,3
2018,4,6/12/2018,2,12,GJ,9,Low,5,29,5,rock,exposed,226,0.75,74,0.25,10,250,250,3,0,0,150
2018,4,6/12/2018,2,12,HR,9,Low,5,29,5,rock,exposed,300,1,0,0,15,NA,NA,2,0,1,56
2018,4,6/12/2018,2,12,GJ,9,Low,5,30,2,rock,exposed,236,0.79,64,0.21,12,230,230,4,0,1,225
2018,4,6/12/2018,2,12,GJ,10,Medium,11,25,3,rock,exposed,300,1,0,0,4,80,80,10,1,0,50
2018,4,6/12/2018,2,12,HR,10,Medium,6,28,NA,rock,exposed,45,0.15,255,0.85,10,NA,NA,0,1,1,20
2018,4,6/12/2018,2,12,HR,10,Medium,6,24,3,rock,exposed,281,0.94,19,0.06,15,NA,NA,2,0,0,90
2018,4,6/12/2018,2,12,HR,10,Medium,6,26,2,rock,exposed,215,0.72,85,0.28,5,NA,NA,1,0,0,30
2018,4,6/12/2018,2,12,GJ,10,Medium,11,29,4,rock,exposed,295,0.98,5,0.02,8,50,50,10,0,0,80
2018,4,6/12/2018,2,12,GJ,10,Medium,11,25,2,rock,exposed,297,0.99,3,0.01,2,10,10,4,0,0,16
2018,4,6/12/2018,2,12,GJ,11,Low,13,23,5,rock,hidden,160,0.53,140,0.47,3,100,100,2,3,0,80
2018,4,6/27/2018,4,27,GJ,11,Low,10,31,1,rock,exposed,300,1,0,0,10,210,210,4,2,0,100
2018,4,6/12/2018,2,12,HR,11,Low,8,32,2,rock,hidden,122,0.41,178,0.59,10,NA,NA,1,0,0,20
2018,4,6/12/2018,2,12,GJ,11,Low,13,31,2,rock,hidden,19,0.06,281,0.94,9,300,300,1,0,0,300
2018,4,6/27/2018,4,27,GJ,11,Low,10,30,4,rock,exposed,300,1,0,0,6,180,180,2,0,0,105
2018,4,6/27/2018,4,27,HR,11,Low,9,23,2,rock,exposed,281,0.94,19,0.06,5,130,130,0,0,0,100
2018,4,6/12/2018,2,12,GJ,11,Low,13,27,3,rock,exposed,300,1,0,0,6,120,120,7,0,0,20
2018,4,6/12/2018,2,12,HR,11,Low,8,26,3,rock,exposed,189,0.63,111,0.37,15,100,100,0,0,0,0
2018,4,6/27/2018,4,27,HR,11,Low,9,28,3,rock,exposed,300,1,0,0,2,20,20,1,0,0,6
2018,4,6/12/2018,2,12,HR,11,Low,8,28,3,rock,hidden,45,0.15,255,0.85,30,0,0,0,0,0,100
2018,4,6/27/2018,4,27,GJ,11,Low,10,27,3,rock,exposed,300,1,0,0,9,200,200,5,0,1,100
2018,4,6/27/2018,4,27,HR,11,Low,9,33,5,rock,exposed,300,1,0,0,4,100,100,0,0,1,150
2018,4,6/27/2018,4,27,HR,12,High,11,25,5,rock,exposed,300,1,0,0,4,NA,NA,2,1,1,NA
2018,4,6/12/2018,2,12,GJ,12,High,15,30,5,rock,exposed,147,0.49,153,0.51,5,180,180,7,1,1,100
2018,4,6/12/2018,2,12,HR,12,High,11,29,1.2,rock,exposed,300,1,0,0,10,NA,NA,11,0,0,20
2018,4,6/12/2018,2,12,HR,12,High,11,28,3,TOL,exposed,300,1,0,0,20,NA,NA,2,0,0,30
2018,4,6/12/2018,2,12,HR,12,High,11,NTS,1,TOL,hidden,0,0,300,1,0,NA,NA,0,0,0,5
2018,4,6/12/2018,2,12,HR,12,High,9,28,3.5,rock,exposed,300,1,0,0,0,NA,NA,0,0,0,0
2018,4,6/27/2018,4,27,HR,12,High,11,27,2,rock,exposed,300,1,0,0,1,NA,NA,1,0,0,NA
2018,4,6/27/2018,4,27,HR,12,High,11,33,3,rock,exposed,232,0.77,68,0.23,3,NA,NA,0,0,0,NA
2018,4,6/27/2018,4,27,GJ,12,High,14,29,1,rock,exposed,300,1,0,0,12,400,400,6,0,0,400
2018,4,6/27/2018,4,27,GJ,12,High,14,25,4,sand,exposed,278,0.93,22,0.07,18,250,250,9,0,0,100
2018,4,6/12/2018,2,12,GJ,12,High,15,25,1,sand,exposed,300,1,0,0,6,150,150,8,0,0,64
2018,4,6/12/2018,2,12,HR,12,High,9,25,4,rock,hidden,60,0.2,240,0.8,1,150,150,0,0,0,10
2018,4,6/27/2018,4,27,GJ,12,High,14,26,3,rock,exposed,300,1,0,0,10,100,100,14,0,0,80
2018,4,6/12/2018,2,12,HR,12,High,9,27,2,rock,exposed,300,1,0,0,9,25,25,0,0,0,20
2018,4,6/12/2018,2,12,GJ,12,High,15,31,3,rock,exposed,233,0.78,67,0.22,7,200,200,3,0,1,80
2018,4,6/13/2018,2,13,GJ,13,Low,15,28,1,rock,exposed,172,0.57,128,0.43,12,70,700,6,1,0,150
2018,4,6/13/2018,2,13,GJ,13,Low,15,26,1,rock,exposed,269,0.9,31,0.1,6,45,450,6,1,1,64
2018,4,6/13/2018,2,13,GJ,13,Low,15,25,3,rock,exposed,300,1,0,0,5,30,300,19,1,1,25
2018,4,6/13/2018,2,13,HR,13,Low,8,32,3,rock,exposed,277,0.92,23,0.08,5,NA,NA,1,0,0,40
2018,4,6/13/2018,2,13,HR,13,Low,8,24,1,rock,exposed,182,0.61,118,0.39,4,NA,NA,0,0,0,35
2018,4,6/13/2018,2,13,HR,13,Low,8,25,5,rock,exposed,182,0.61,118,0.39,4,NA,NA,0,0,0,50
2018,4,6/27/2018,4,27,HR,13,Low,10,26,5,rock,exposed,255,0.85,45,0.15,4,NA,NA,3,0,0,NA
2018,4,6/27/2018,4,27,GJ,13,Low,12,26,1,rock,exposed,256,0.85,44,0.15,10,200,200,3,0,0,180
2018,4,6/27/2018,4,27,GJ,13,Low,12,25,3,rock,exposed,300,1,0,0,8,150,150,8,0,0,150
2018,4,6/27/2018,4,27,HR,13,Low,10,26,5,rock,exposed,212,0.71,88,0.29,2,150,150,2,0,0,25
2018,4,6/27/2018,4,27,GJ,13,Low,12,27,4,rock,exposed,119,0.4,181,0.6,3,100,100,3,0,0,50
2018,4,6/27/2018,4,27,HR,13,Low,10,30,4,rock,exposed,265,0.88,35,0.12,3,40,40,0,0,0,25
2018,4,6/27/2018,4,27,HR,14,Medium,12,27,1,rock,hidden,154,0.51,146,0.49,5,180,180,1,1,0,100
2018,4,6/13/2018,2,13,GJ,14,Medium,20,29,4,rock,exposed,263,0.88,37,0.12,8,50,500,7,0,0,40
2018,4,6/27/2018,4,27,GJ,14,Medium,14,31,1,rock,exposed,207,0.69,93,0.31,7,210,210,2,0,0,125
2018,4,6/13/2018,2,13,GJ,14,Medium,20,25,3,rock,exposed,300,1,0,0,9,20,200,13,0,0,64
2018,4,6/13/2018,2,13,GJ,14,Medium,20,26,3,rock,exposed,300,1,0,0,11,20,200,10,0,0,36
2018,4,6/27/2018,4,27,GJ,14,Medium,14,29,2,rock,exposed,64,0.21,236,0.79,6,200,200,4,0,0,60
2018,4,6/27/2018,4,27,GJ,14,Medium,14,26,3,rock,exposed,300,1,0,0,5,80,80,6,0,0,25
2018,4,6/27/2018,4,27,HR,14,Medium,12,33,5,rock,hidden,141,0.47,159,0.53,4,80,80,0,0,0,50
2018,4,6/27/2018,4,27,HR,14,Medium,12,31,5,rock,exposed,300,1,0,0,1,20,20,5,0,0,9
2018,4,6/27/2018,4,27,HR,14,Medium,12,25,4,rock,exposed,300,1,0,0,2,10,10,0,0,0,4
2018,4,6/13/2018,2,13,HR,14,Medium,12,28,3,TOL,exposed,300,1,0,0,6,NA,NA,3,0,1,20
2018,4,6/13/2018,2,13,HR,14,Medium,12,29,2.3,rock,exposed,272,0.91,28,0.09,7,NA,NA,3,0,1,30
2018,4,6/13/2018,2,13,HR,14,Medium,12,26,4.3,rock,exposed,300,1,0,0,2,NA,NA,0,0,1,10
2018,4,6/27/2018,4,27,HR,14,Medium,12,26,4,rock,exposed,300,1,0,0,3,80,80,3,0,1,50
2018,4,6/27/2018,4,27,HR,14,Medium,12,29,5,rock,hidden,238,0.79,62,0.21,2,30,30,3,0,1,25
2018,4,6/13/2018,2,13,GJ,15,Low,10,26,2,rock,exposed,269,0.9,31,0.1,8,50,500,10,2,0,195
2018,4,6/13/2018,2,13,GJ,15,Low,10,27,5,rock,exposed,87,0.29,213,0.71,3,40,400,2,2,0,40
2018,4,6/13/2018,2,13,HR,15,Low,10,28,1,rock,exposed,300,1,0,0,2,NA,NA,2,1,0,20
2018,4,6/13/2018,2,13,HR,15,Low,10,24,2.3,rock,exposed,140,0.47,160,0.53,3,NA,NA,1,1,0,20
2018,4,6/13/2018,2,13,HR,15,Low,10,30,2,rock,exposed,300,1,0,0,7,NA,NA,4,0,0,15
2018,4,6/27/2018,4,27,HR,15,Low,9,24,3,sand,exposed,300,1,0,0,5,NA,NA,3,0,0,NA
2018,4,6/27/2018,4,27,HR,15,Low,9,30,2.5,rock,exposed,211,0.7,89,0.3,4,NA,NA,0,0,0,NA
2018,4,6/27/2018,4,27,HR,15,Low,9,30,4,TOL,hidden,20,0.07,280,0.93,3,NA,NA,0,0,0,NA
2018,4,6/13/2018,2,13,GJ,15,Low,10,31,2.5,rock,exposed,213,0.71,87,0.29,12,80,800,9,0,0,200
2018,4,6/27/2018,4,27,GJ,15,Low,6,30,2,rock,exposed,300,1,0,0,5,150,150,9,0,0,100
2018,4,6/27/2018,4,27,GJ,15,Low,6,23,3,rock,exposed,234,0.78,66,0.22,7,125,125,1,0,0,75
2018,4,6/27/2018,4,27,GJ,15,Low,6,31,3,rock,exposed,300,1,0,0,0,0,0,3,0,0,4
2018,4,6/13/2018,2,13,GJ,16,High,11,29,5,rock,exposed,21,0.07,279,0.93,5,40,400,3,1,0,49
2018,4,6/27/2018,4,27,GJ,16,High,7,23,2,rock,exposed,300,1,0,0,1,50,50,4,1,0,4
2018,4,6/13/2018,2,13,HR,16,High,10,26,4.5,rock,hidden,93,0.31,207,0.69,3,NA,NA,1,0,0,10
2018,4,6/13/2018,2,13,HR,16,High,10,25,5.3,rock,exposed,176,0.59,124,0.41,5,NA,NA,0,0,0,15
2018,4,6/27/2018,4,27,HR,16,High,6,27,5,rock,exposed,191,0.64,109,0.36,1,NA,NA,1,0,0,NA
2018,4,6/27/2018,4,27,HR,16,High,6,25,4,rock,hidden,0,0,300,1,1,NA,NA,0,0,0,NA
2018,4,6/27/2018,4,27,HR,16,High,6,26,2.3,rock,hidden,47,0.16,253,0.84,2,NA,NA,0,0,0,NA
2018,4,6/13/2018,2,13,GJ,16,High,11,24,5,rock,exposed,252,0.84,48,0.16,10,60,600,11,0,0,60
2018,4,6/13/2018,2,13,GJ,16,High,11,25,3,rock,exposed,300,1,0,0,3,20,200,7,0,0,49
2018,4,6/27/2018,4,27,GJ,16,High,7,27,4,rock,exposed,234,0.78,66,0.22,7,200,200,9,0,0,80
2018,4,6/27/2018,4,27,GJ,16,High,7,26,2,rock,exposed,255,0.85,45,0.15,10,90,90,0,0,0,80
2018,4,6/13/2018,2,13,HR,16,High,10,28,1,rock,exposed,300,1,0,0,4,NA,NA,1,0,1,30
2018,4,6/13/2018,2,13,GJ,17,Medium,10,25,5,rock,exposed,300,1,0,0,11,50,500,10,1,0,100
2018,4,6/13/2018,2,13,HR,17,Medium,10,38,2,rock,hidden,233,0.78,67,0.22,6,NA,NA,2,0,0,25
2018,4,6/13/2018,2,13,HR,17,Medium,10,25,3,sand,exposed,271,0.9,29,0.1,6,NA,NA,1,0,0,40
2018,4,6/27/2018,4,27,HR,17,Medium,9,24,5,rock,exposed,300,1,0,0,1,NA,NA,2,0,0,NA
2018,4,6/27/2018,4,27,HR,17,Medium,9,23,1.5,rock,hidden,5,0.02,295,0.98,2,NA,NA,1,0,0,NA
2018,4,6/27/2018,4,27,HR,17,Medium,9,27,4.5,rock,hidden,106,0.35,194,0.65,3,NA,NA,0,0,0,NA
2018,4,6/13/2018,2,13,GJ,17,Medium,10,28,1,rock,hidden,183,0.61,117,0.39,8,60,600,6,0,0,75
2018,4,6/13/2018,2,13,GJ,17,Medium,10,26,5,rock,exposed,225,0.75,75,0.25,8,25,250,12,0,0,81
2018,4,6/27/2018,4,27,GJ,17,Medium,11,27,4,rock,exposed,171,0.57,129,0.43,9,150,150,3,0,0,150
2018,4,6/27/2018,4,27,GJ,17,Medium,11,28,1,rock,exposed,300,1,0,0,6,90,90,7,0,0,49
2018,4,6/13/2018,2,13,HR,17,Medium,10,31,3.5,rock,exposed,134,0.45,166,0.55,8,NA,NA,0,0,2,160
2018,4,6/27/2018,4,27,GJ,17,Medium,11,31,5,rock,exposed,139,0.46,161,0.54,4,120,120,0,0,2,100
2018,4,6/13/2018,2,13,HR,18,High,9,29,4,rock,exposed,233,0.78,67,0.22,5,NA,NA,4,0,0,20
2018,4,6/13/2018,2,13,HR,18,High,9,24,5,rock,exposed,252,0.84,48,0.16,4,NA,NA,1,0,0,10
2018,4,6/13/2018,2,13,HR,18,High,9,27,5,rock,hidden,226,0.75,74,0.25,4,NA,NA,1,0,0,10
2018,4,6/13/2018,2,13,GJ,18,High,10,26,4,rock,exposed,223,0.74,77,0.26,8,25,250,5,0,0,32
2018,4,6/13/2018,2,13,GJ,18,High,10,29,5,rock,exposed,300,1,0,0,8,12,120,10,0,0,16
2018,4,6/13/2018,2,13,GJ,18,High,10,26,5,rock,hidden,3,0.01,297,0.99,2,10,100,11,0,0,15
2018,5,7/9/2018,1,6,GJ,1,High,9,23,4,rock,exposed,286,0.95,14,0.05,9,60,600,5,2,0,150
2018,5,7/9/2018,1,6,HR,1,High,12,23,1,rock,exposed,48,0.16,252,0.84,2,150,150,0,1,0,100
2018,5,7/9/2018,1,6,GJ,1,High,9,30,2,rock,exposed,282,0.94,18,0.06,12,30,300,9,0,0,50
2018,5,7/9/2018,1,6,HR,1,High,12,27,1,rock,exposed,250,0.83,50,0.17,2,50,50,1,0,0,25
2018,5,7/9/2018,1,6,HR,1,High,12,33,5,TOL,hidden,0,0,300,1,0,0,0,2,0,1,4
2018,5,7/9/2018,1,6,GJ,1,High,9,31,4,rock,hidden,220,0.73,80,0.27,8,50,500,2,0,3,140
2018,5,7/30/2018,4,26,GJ,2,Low,7,23,3,rock,exposed,300,1,0,0,8,300,300,4,1,0,60
2018,5,7/9/2018,1,6,GJ,2,Low,9,28,1,rock,exposed,300,1,0,0,8,50,500,7,0,0,150
2018,5,7/9/2018,1,6,GJ,2,Low,9,23,2,rock,exposed,300,1,0,0,2,20,200,3,0,0,25
2018,5,7/9/2018,1,6,HR,2,Low,11,31,1,rock,exposed,300,1,0,0,8,200,200,4,0,0,150
2018,5,7/30/2018,4,26,GJ,2,Low,7,28,5,rock,exposed,139,0.46,161,0.54,5,120,120,1,0,0,30
2018,5,7/29/2018,4,25,HR,2,Low,7,NTS,3,rock,exposed,75,0.25,225,0.75,2,100,100,0,0,0,25
2018,5,7/30/2018,4,26,GJ,2,Low,7,33,4,rock,exposed,39,0.13,261,0.87,9,100,100,4,0,0,16
2018,5,7/29/2018,4,25,HR,2,Low,7,30,4,TOL,hidden,22,0.07,278,0.93,3,50,50,0,0,0,9
2018,5,7/9/2018,1,6,HR,2,Low,11,33,3,rock,exposed,154,0.51,146,0.49,4,30,30,2,0,0,25
2018,5,7/9/2018,1,6,GJ,2,Low,9,33,1,rock,exposed,257,0.86,43,0.14,9,60,600,1,0,1,180
2018,5,7/29/2018,4,25,HR,2,Low,7,33,5,rock,exposed,300,1,0,0,6,200,200,4,0,2,50
2018,5,7/9/2018,1,6,HR,2,Low,11,30,5,rock,exposed,270,0.9,30,0.1,4,100,100,1,0,4,50
2018,5,7/9/2018,1,6,GJ,3,Medium,14,32,5,rock,exposed,300,1,0,0,5,70,700,0,1,0,75
2018,5,7/9/2018,1,6,GJ,3,Medium,14,22,4,rock,exposed,207,0.69,93,0.31,8,90,900,6,0,0,90
2018,5,7/9/2018,1,6,GJ,3,Medium,14,28,4,rock,exposed,168,0.56,132,0.44,7,30,300,2,0,0,30
2018,5,7/29/2018,4,25,HR,3,Medium,4,31,2,rock,exposed,95,0.32,205,0.68,6,200,200,2,0,0,100
2018,5,7/30/2018,4,26,GJ,3,Medium,4,23,1,rock,exposed,239,0.8,61,0.2,5,200,200,11,0,0,60
2018,5,7/9/2018,1,6,HR,3,Medium,15,33,1,TOL,exposed,174,0.58,126,0.42,4,100,100,3,0,0,100
2018,5,7/30/2018,4,26,GJ,3,Medium,4,28,5,rock,exposed,42,0.14,258,0.86,2,100,100,1,0,0,21
2018,5,7/9/2018,1,6,HR,3,Medium,15,31,2,rock,exposed,159,0.53,141,0.47,2,80,80,0,0,0,25
2018,5,7/29/2018,4,25,HR,3,Medium,4,23,1,rock,exposed,156,0.52,144,0.48,4,50,50,1,0,0,16
2018,5,7/29/2018,4,25,HR,3,Medium,4,NTS,2.3,rock,exposed,300,1,0,0,1,30,30,1,0,0,4
2018,5,7/9/2018,1,6,HR,3,Medium,15,32,4.5,rock,exposed,287,0.96,13,0.04,4,60,60,0,0,1,50
2018,5,7/30/2018,4,26,GJ,3,Medium,4,31,4,TOL,exposed,106,0.35,194,0.65,7,500,500,1,0,2,180
2018,5,7/9/2018,1,6,GJ,4,Low,15,22,4,rock,exposed,230,0.77,70,0.23,10,70,700,3,1,0,96
2018,5,7/9/2018,1,6,HR,4,High,NA,27,3,TOL,exposed,284,0.95,16,0.05,4,300,300,4,1,1,200
2018,5,7/9/2018,1,6,GJ,4,Low,15,29,1,rock,exposed,300,1,0,0,13,90,900,14,0,0,160
2018,5,7/9/2018,1,6,GJ,4,Low,15,29,3,rock,exposed,273,0.91,27,0.09,7,80,800,10,0,0,150
2018,5,7/9/2018,1,6,HR,4,High,NA,28,3,rock,exposed,300,1,0,0,4,180,180,1,0,0,100
2018,5,7/30/2018,4,26,HR,4,Low,4,23,3,rock,exposed,188,0.63,112,0.37,3,70,70,0,0,0,25
2018,5,7/30/2018,4,26,HR,4,Low,4,25,4,rock,exposed,214,0.71,86,0.29,3,50,50,0,0,0,16
2018,5,7/30/2018,4,26,HR,4,Low,4,27,5,rock,exposed,238,0.79,62,0.21,2,50,50,0,0,0,12
2018,5,7/9/2018,1,6,HR,4,High,NA,30,5,TOL,exposed,237,0.79,63,0.21,6,100,100,1,0,1,25
2018,5,7/9/2018,1,6,GJ,5,Medium,16,29,5,rock,exposed,149,0.5,151,0.5,6,50,500,5,1,0,64
2018,5,7/30/2018,4,26,HR,5,Medium,5,31,2,rock,exposed,283,0.94,17,0.06,4,100,100,3,1,0,25
2018,5,7/29/2018,4,25,GJ,5,Medium,5,29,1,rock,exposed,300,1,0,0,4,300,300,4,0,0,90
2018,5,7/29/2018,4,25,GJ,5,Medium,5,29,3,TOL,exposed,53,0.18,247,0.82,8,250,250,0,0,0,80
2018,5,7/29/2018,4,25,GJ,5,Medium,5,31,2,rock,exposed,281,0.94,19,0.06,12,200,200,12,0,0,75
2018,5,7/9/2018,1,6,HR,5,Medium,15,20,1,rock,exposed,300,1,0,0,4,120,120,3,0,0,100
2018,5,7/9/2018,1,6,HR,5,Medium,15,27,3,rock,exposed,229,0.76,71,0.24,2,100,100,0,0,0,36
2018,5,7/30/2018,4,26,HR,5,Medium,5,29,1,rock,exposed,300,1,0,0,1,50,50,0,0,0,15
2018,5,7/30/2018,4,26,HR,5,Medium,5,30,4,rock,exposed,263,0.88,37,0.12,2,30,30,0,0,0,9
2018,5,7/9/2018,1,6,GJ,5,Medium,16,28,3,rock,hidden,188,0.63,112,0.37,7,50,500,7,0,1,80
2018,5,7/9/2018,1,6,GJ,5,Medium,16,31,4,rock,hidden,206,0.69,94,0.31,1,30,300,4,0,1,49
2018,5,7/9/2018,1,6,HR,5,Medium,15,28,2,rock,exposed,0,0,300,1,7,250,250,7,0,1,225
2018,5,7/9/2018,1,6,GJ,6,High,10,26,4.3,TOL,hidden,281,0.94,19,0.06,7,80,800,3,3,0,240
2018,5,7/9/2018,1,6,GJ,6,High,10,32,5,rock,exposed,267,0.89,33,0.11,9,50,500,12,0,0,60
2018,5,7/9/2018,1,6,GJ,6,High,10,30,1,rock,exposed,300,1,0,0,12,30,300,13,0,0,64
2018,5,7/9/2018,1,6,HR,6,High,11,26,3,rock,exposed,255,0.85,45,0.15,1,20,20,0,0,0,9
2018,5,7/9/2018,1,6,HR,6,High,11,30,1,rock,exposed,300,1,0,0,4,150,150,3,0,1,50
2018,5,7/9/2018,1,6,HR,6,High,11,32,5,rock,hidden,191,0.64,109,0.36,1,40,40,2,0,1,25
2018,5,7/9/2018,1,5,GJ,7,Medium,16,28,1,rock,exposed,261,0.87,39,0.13,3,50,500,0,6,0,160
2018,5,7/9/2018,1,5,GJ,7,Medium,16,20,5,rock,hidden,219,0.73,81,0.27,14,75,750,0,3,0,120
2018,5,7/9/2018,1,5,HR,7,Medium,14,20,4,TOL,exposed,300,1,0,0,5,300,300,3,2,0,300
2018,5,7/9/2018,1,5,GJ,7,Medium,16,30,5,rock,exposed,300,1,0,0,13,100,1000,11,0,0,100
2018,5,7/29/2018,4,24,GJ,7,Medium,4,27,3,rock,exposed,246,0.82,54,0.18,7,800,800,3,0,0,160
2018,5,7/29/2018,4,24,GJ,7,Medium,4,29,3,rock,exposed,300,1,0,0,7,150,150,6,0,0,36
2018,5,7/29/2018,4,24,GJ,7,Medium,4,20,1,rock,exposed,300,1,0,0,13,150,150,1,0,0,60
2018,5,7/9/2018,1,5,HR,7,Medium,14,30,5,rock,exposed,300,1,0,0,3,90,90,4,0,0,50
2018,5,7/29/2018,4,24,HR,7,Medium,7,20,1,rock,exposed,246,0.82,54,0.18,6,80,80,2,0,0,25
2018,5,7/9/2018,1,5,HR,7,Medium,14,27,1,rock,exposed,300,1,0,0,3,40,40,3,0,0,4
2018,5,7/29/2018,4,24,HR,7,Medium,7,28,2,rock,exposed,300,1,0,0,2,20,20,7,0,0,4
2018,5,7/29/2018,4,24,HR,7,Medium,7,22,3,rock,exposed,300,1,0,0,1,20,20,1,0,0,4
2018,5,7/9/2018,1,5,GJ,8,Low,16,22,3,rock,exposed,300,1,0,0,15,70,700,2,1,0,240
2018,5,7/30/2018,4,25,GJ,8,Low,5,31,1,rock,exposed,196,0.65,104,0.35,8,250,250,0,1,0,72
2018,5,7/29/2018,4,24,HR,8,Low,8,29,4,rock,hidden,98,0.33,202,0.67,9,400,400,2,0,0,400
2018,5,7/9/2018,1,5,GJ,8,Low,16,29,3,rock,exposed,300,1,0,0,13,30,300,5,0,0,75
2018,5,7/30/2018,4,25,GJ,8,Low,5,29,3,rock,exposed,300,1,0,0,8,300,300,14,0,0,45
2018,5,7/29/2018,4,24,HR,8,Low,8,20,5,rock,exposed,242,0.81,58,0.19,6,150,150,1,0,0,100
2018,5,7/9/2018,1,5,HR,8,Low,12,26,4,TOL,exposed,300,1,0,0,7,120,120,2,0,0,30
2018,5,7/9/2018,1,5,HR,8,Low,12,30,1,rock,exposed,300,1,0,0,2,90,90,5,0,0,16
2018,5,7/9/2018,1,5,HR,8,Low,12,33,4,rock,exposed,300,1,0,0,1,30,30,11,0,0,9
2018,5,7/29/2018,4,24,HR,8,Low,8,29,3,rock,exposed,300,1,0,0,1,30,30,4,0,0,4
2018,5,7/9/2018,1,5,GJ,8,Low,16,30,1,rock,exposed,260,0.87,40,0.13,9,60,600,4,0,1,150
