Year,Trial,Trial.duration,Reef,Deployment.day,Treatment,Initial.size,Final.size,Initial.sex,Growth,Final.sex,Final.sex.female.transitional.equals.female,final.Weight.g,Male,Female,Transitional,Immature
2017,1,14,4,A,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,1,14,4,A,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1
2017,1,14,5,A,Medium,25,26,female,1,female,female,0.31,0,1,0,0
2017,1,14,5,A,Medium,29,30,female,1,female,female,0.47,0,1,0,0
2017,1,14,5,A,Medium,28,30,female,2,female,female,0.47,0,1,0,0
2017,1,14,5,A,Medium,29,31,female,2,female,female,0.52,0,1,0,0
2017,1,14,5,A,Medium,31,31,female,0,female,female,0.52,0,1,0,0
2017,1,14,5,A,Medium,32,33,female,1,female,female,0.62,0,1,0,0
2017,1,14,5,A,Medium,31,34,female,3,female,female,0.68,0,1,0,0
2017,1,14,6,A,High,24,24,female,0,female,female,0.25,0,1,0,0
2017,1,14,6,A,High,27,27,female,0,female,female,0.35,0,1,0,0
2017,1,14,6,A,High,29,32,female,3,female,female,0.57,0,1,0,0
2017,1,14,6,A,High,26,24,female,-2,female,female,0.25,0,1,0,0
2017,1,14,6,A,High,28,26,female,-2,female,female,0.31,0,1,0,0
2017,1,14,6,A,High,NA,11,immature,NA,immature,immature,0.03,0,0,0,1
2017,1,14,6,A,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,1,14,6,A,High,NA,10,immature,NA,immature,immature,0.02,0,0,0,1
2017,1,14,7,B,Medium,24,25,female,1,female,female,0.28,0,1,0,0
2017,1,14,7,B,Medium,29,31,female,2,female,female,0.52,0,1,0,0
2017,1,14,7,B,Medium,27,28,female,1,female,female,0.39,0,1,0,0
2017,1,14,7,B,Medium,28,29,female,1,female,female,0.43,0,1,0,0
2017,1,14,7,B,Medium,27,29,female,2,female,female,0.43,0,1,0,0
2017,1,14,7,B,Medium,29,30,female,1,female,female,0.47,0,1,0,0
2017,1,14,7,B,Medium,NA,12,immature,NA,immature,immature,0.03,0,0,0,1
2017,1,14,7,B,Medium,NA,21,female,NA,female,female,0.17,0,1,0,0
2017,1,14,8,B,Low,27,27,female,0,female,female,0.35,0,1,0,0
2017,1,14,8,B,Low,26,27,female,1,female,female,0.35,0,1,0,0
2017,1,14,8,B,Low,27,28,female,1,female,female,0.39,0,1,0,0
2017,1,14,8,B,Low,28,29,female,1,female,female,0.43,0,1,0,0
2017,1,14,8,B,Low,27,28,female,1,female,female,0.39,0,1,0,0
2017,1,14,9,B,High,25,25,female,0,female,female,0.28,0,1,0,0
2017,1,14,9,B,High,28,29,female,1,female,female,0.43,0,1,0,0
2017,1,14,9,B,High,28,29,female,1,female,female,0.43,0,1,0,0
2017,1,14,9,B,High,25,26,male,1,male,male,0.31,1,0,0,0
2017,1,14,10,B,Low,26,27,female,1,female,female,0.35,0,1,0,0
2017,1,14,10,B,Low,28,29,female,1,female,female,0.43,0,1,0,0
2017,1,14,10,B,Low,NA,14,immature,NA,immature,immature,0.05,0,0,0,1
2017,1,14,11,B,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,1,14,12,B,High,25,26,female,1,female,female,0.31,0,1,0,0
2017,1,14,12,B,High,27,28,female,1,female,female,0.39,0,1,0,0
2017,1,14,12,B,High,28,28,female,0,female,female,0.39,0,1,0,0
2017,1,14,12,B,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,1,14,12,B,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,1,14,12,B,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1
2017,1,14,13,C,Low,27,29,female,2,female,female,0.43,0,1,0,0
2017,1,14,13,C,Low,29,30,female,1,female,female,0.47,0,1,0,0
2017,1,14,13,C,Low,31,30,female,-1,female,female,0.47,0,1,0,0
2017,1,14,14,C,Medium,27,28,female,1,female,female,0.39,0,1,0,0
2017,1,14,14,C,Medium,29,31,female,2,female,female,0.52,0,1,0,0
2017,1,14,14,C,Medium,37,38,female,1,female,female,0.93,0,1,0,0
2017,1,14,15,C,High,29,32,female,3,female,female,0.57,0,1,0,0
2017,1,14,15,C,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1
2017,1,14,15,C,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,1,14,15,C,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,1,14,16,C,Low,26,28,female,2,female,female,0.39,0,1,0,0
2017,1,14,16,C,Low,29,30,female,1,female,female,0.47,0,1,0,0
2017,1,14,16,C,Low,30,33,female,3,female,female,0.62,0,1,0,0
2017,1,14,16,C,Low,NA,12,immature,NA,immature,immature,0.03,0,0,0,1
2017,1,14,16,C,Low,NA,11,immature,NA,immature,immature,0.03,0,0,0,1
2017,1,14,17,C,Medium,24,27,female,3,female,female,0.35,0,1,0,0
2017,1,14,17,C,Medium,27,27,female,0,female,female,0.35,0,1,0,0
2017,1,14,17,C,Medium,29,30,female,1,female,female,0.47,0,1,0,0
2017,1,14,18,C,High,22,23,female,1,female,female,0.22,0,1,0,0
2017,1,14,18,C,High,26,27,female,1,female,female,0.35,0,1,0,0
2017,1,14,18,C,High,29,31,female,2,female,female,0.52,0,1,0,0
2017,3,14,1,A,Medium,29,29,female,0,female,female,0.43,0,1,0,0
2017,3,14,1,A,Medium,26,27,female,1,female,female,0.35,0,1,0,0
2017,3,14,1,A,Medium,20,21,male,1,male,male,0.17,1,0,0,0
2017,3,14,1,A,Medium,28,28,male,0,male,male,0.39,1,0,0,0
2017,3,14,2,A,Low,23,23,female,0,female,female,0.22,0,1,0,0
2017,3,14,2,A,Low,23,24,female,1,female,female,0.25,0,1,0,0
2017,3,14,2,A,Low,23,24,female,1,female,female,0.25,0,1,0,0
2017,3,14,2,A,Low,24,24,female,0,female,female,0.25,0,1,0,0
2017,3,14,2,A,Low,25,26,female,1,female,female,0.31,0,1,0,0
2017,3,14,2,A,Low,31,31,female,0,female,female,0.52,0,1,0,0
2017,3,14,2,A,Low,26,26,female,0,female,female,0.31,0,1,0,0
2017,3,14,2,A,Low,32,34,female,2,female,female,0.68,0,1,0,0
2017,3,14,2,A,Low,25,26,male,1,male,male,0.31,1,0,0,0
2017,3,14,2,A,Low,34,34,male,0,male,male,0.68,1,0,0,0
2017,3,14,3,A,High,23,21,female,-2,female,female,0.17,0,1,0,0
2017,3,14,3,A,High,22,22,female,0,female,female,0.19,0,1,0,0
2017,3,14,3,A,High,23,24,female,1,female,female,0.25,0,1,0,0
2017,3,14,3,A,High,27,27,female,0,female,female,0.35,0,1,0,0
2017,3,14,3,A,High,26,26,female,0,female,female,0.31,0,1,0,0
2017,3,14,3,A,High,28,29,female,1,female,female,0.43,0,1,0,0
2017,3,14,3,A,High,29,29,female,0,female,female,0.43,0,1,0,0
2017,3,14,3,A,High,30,30,female,0,female,female,0.47,0,1,0,0
2017,3,14,3,A,High,26,27,male,1,male,male,0.35,1,0,0,0
2017,3,14,4,A,Medium,21,22,female,1,female,female,0.19,0,1,0,0
2017,3,14,4,A,Medium,22,22,female,0,female,female,0.19,0,1,0,0
2017,3,14,4,A,Medium,29,29,female,0,female,female,0.43,0,1,0,0
2017,3,14,4,A,Medium,30,31,female,1,female,female,0.52,0,1,0,0
2017,3,14,4,A,Medium,23,25,male,2,male,male,0.28,1,0,0,0
2017,3,14,4,A,Medium,22,23,male,1,male,male,0.22,1,0,0,0
2017,3,14,4,A,Medium,25,26,male,1,male,male,0.31,1,0,0,0
2017,3,14,4,A,Medium,28,29,male,1,male,male,0.43,1,0,0,0
2017,3,14,4,A,Medium,35,35,male,0,male,male,0.74,1,0,0,0
2017,3,14,5,A,High,26,28,female,2,female,female,0.39,0,1,0,0
2017,3,14,5,A,High,29,30,female,1,female,female,0.47,0,1,0,0
2017,3,14,5,A,High,25,26,female,1,female,female,0.31,0,1,0,0
2017,3,14,5,A,High,34,36,female,2,female,female,0.8,0,1,0,0
2017,3,14,5,A,High,30,30,female,0,female,female,0.47,0,1,0,0
2017,3,14,5,A,High,22,23,male,1,male,male,0.22,1,0,0,0
2017,3,14,5,A,High,28,29,male,1,male,male,0.43,1,0,0,0
2017,3,14,5,A,High,27,27,male,0,male,male,0.35,1,0,0,0
2017,3,14,6,A,Low,23,20,female,-3,female,female,0.15,0,1,0,0
2017,3,14,6,A,Low,25,24,female,-1,female,female,0.25,0,1,0,0
2017,3,14,6,A,Low,27,29,female,2,female,female,0.43,0,1,0,0
2017,3,14,6,A,Low,26,26,female,0,female,female,0.31,0,1,0,0
2017,3,14,6,A,Low,29,29,female,0,female,female,0.43,0,1,0,0
2017,3,14,6,A,Low,24,25,female,1,female,female,0.28,0,1,0,0
2017,3,14,6,A,Low,20,21,male,1,male,male,0.17,1,0,0,0
2017,3,14,6,A,Low,24,25,male,1,male,male,0.28,1,0,0,0
2017,3,14,6,A,Low,25,26,male,1,male,male,0.31,1,0,0,0
2017,3,14,6,A,Low,28,30,male,2,male,male,0.47,1,0,0,0
2017,3,14,7,B,Medium,24,25,female,1,female,female,0.28,0,1,0,0
2017,3,14,7,B,Medium,24,25,female,1,female,female,0.28,0,1,0,0
2017,3,14,7,B,Medium,26,28,female,2,female,female,0.39,0,1,0,0
2017,3,14,7,B,Medium,27,27,female,0,female,female,0.35,0,1,0,0
2017,3,14,7,B,Medium,25,25,female,0,female,female,0.28,0,1,0,0
2017,3,14,7,B,Medium,29,29,female,0,female,female,0.43,0,1,0,0
2017,3,14,7,B,Medium,29,29,female,0,female,female,0.43,0,1,0,0
2017,3,14,7,B,Medium,30,31,female,1,female,female,0.52,0,1,0,0
2017,3,14,7,B,Medium,30,31,female,1,female,female,0.52,0,1,0,0
2017,3,14,7,B,Medium,22,23,male,1,male,male,0.22,1,0,0,0
2017,3,14,7,B,Medium,33,34,male,1,transitional,female,0.68,0,0,1,0
2017,3,14,8,B,Low,26,27,female,1,female,female,0.35,0,1,0,0
2017,3,14,8,B,Low,29,29,female,0,female,female,0.43,0,1,0,0
2017,3,14,8,B,Low,28,28,female,0,female,female,0.39,0,1,0,0
2017,3,14,8,B,Low,30,30,female,0,female,female,0.47,0,1,0,0
2017,3,14,8,B,Low,27,25,male,-2,male,male,0.28,1,0,0,0
2017,3,14,9,B,High,23,24,female,1,female,female,0.25,0,1,0,0
2017,3,14,9,B,High,23,23,female,0,female,female,0.22,0,1,0,0
2017,3,14,9,B,High,25,25,female,0,female,female,0.28,0,1,0,0
2017,3,14,9,B,High,34,34,female,0,female,female,0.68,0,1,0,0
2017,3,14,9,B,High,25,26,female,1,female,female,0.31,0,1,0,0
2017,3,14,9,B,High,23,24,male,1,transitional,female,0.25,0,0,1,0
2017,3,14,9,B,High,28,29,male,1,male,male,0.43,1,0,0,0
2017,3,14,10,B,Low,27,27,female,0,female,female,0.35,0,1,0,0
2017,3,14,10,B,Low,25,26,female,1,female,female,0.31,0,1,0,0
2017,3,14,10,B,Low,30,30,female,0,female,female,0.47,0,1,0,0
2017,3,14,10,B,Low,24,26,male,2,male,male,0.31,1,0,0,0
2017,3,14,10,B,Low,28,28,male,0,male,male,0.39,1,0,0,0
2017,3,14,10,B,Low,31,31,male,0,male,male,0.52,1,0,0,0
2017,3,14,11,B,High,25,26,female,1,female,female,0.31,0,1,0,0
2017,3,14,11,B,High,28,29,female,1,female,female,0.43,0,1,0,0
2017,3,14,11,B,High,29,29,female,0,female,female,0.43,0,1,0,0
2017,3,14,11,B,High,32,32,female,0,female,female,0.57,0,1,0,0
2017,3,14,11,B,High,32,33,male,1,male,male,0.62,1,0,0,0
2017,3,14,12,B,Medium,28,29,female,1,female,female,0.43,0,1,0,0
2017,3,14,12,B,Medium,30,31,male,1,male,male,0.52,1,0,0,0
2017,3,14,12,B,Medium,23,24,male,1,female,female,0.25,0,1,0,0
2017,3,14,12,B,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,3,14,12,B,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,3,14,12,B,Medium,NA,14,immature,NA,immature,immature,0.05,0,0,0,1
2017,3,14,13,C,Low,25,25,female,0,female,female,0.28,0,1,0,0
2017,3,14,13,C,Low,34,36,female,2,female,female,0.8,0,1,0,0
2017,3,14,13,C,Low,31,32,female,1,female,female,0.57,0,1,0,0
2017,3,14,13,C,Low,23,25,male,2,male,male,0.28,1,0,0,0
2017,3,14,13,C,Low,NA,17,immature,NA,immature,immature,0.09,0,0,0,1
2017,3,14,13,C,Low,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,3,14,13,C,Low,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,3,14,13,C,Low,NA,11,immature,NA,immature,immature,0.03,0,0,0,1
2017,3,14,13,C,Low,NA,12,immature,NA,immature,immature,0.03,0,0,0,1
2017,3,14,13,C,Low,NA,12,immature,NA,immature,immature,0.03,0,0,0,1
2017,3,14,14,C,Medium,24,25,female,1,female,female,0.28,0,1,0,0
2017,3,14,14,C,Medium,24,25,female,1,female,female,0.28,0,1,0,0
2017,3,14,14,C,Medium,26,27,female,1,female,female,0.35,0,1,0,0
2017,3,14,14,C,Medium,28,28,female,0,female,female,0.39,0,1,0,0
2017,3,14,14,C,Medium,31,32,female,1,female,female,0.57,0,1,0,0
2017,3,14,14,C,Medium,25,28,male,3,male,male,0.39,1,0,0,0
2017,3,14,15,C,High,22,23,female,1,female,female,0.22,0,1,0,0
2017,3,14,15,C,High,24,25,female,1,female,female,0.28,0,1,0,0
2017,3,14,15,C,High,26,26,female,0,female,female,0.31,0,1,0,0
2017,3,14,15,C,High,28,29,female,1,female,female,0.43,0,1,0,0
2017,3,14,15,C,High,30,32,female,2,female,female,0.57,0,1,0,0
2017,3,14,15,C,High,34,35,male,1,male,male,0.74,1,0,0,0
2017,3,14,15,C,High,NA,14,immature,NA,immature,immature,0.05,0,0,0,1
2017,3,14,15,C,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,3,14,15,C,High,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,3,14,16,C,Low,23,25,female,2,female,female,0.28,0,1,0,0
2017,3,14,16,C,Low,28,28,female,0,female,female,0.39,0,1,0,0
2017,3,14,16,C,Low,32,32,female,0,female,female,0.57,0,1,0,0
2017,3,14,16,C,Low,27,27,female,0,female,female,0.35,0,1,0,0
2017,3,14,16,C,Low,23,23,male,0,male,male,0.22,1,0,0,0
2017,3,14,16,C,Low,20,21,male,1,male,male,0.17,1,0,0,0
2017,3,14,16,C,Low,34,35,male,1,male,male,0.74,1,0,0,0
2017,3,14,16,C,Low,NA,12,immature,NA,immature,immature,0.03,0,0,0,1
2017,3,14,16,C,Low,NA,11,immature,NA,immature,immature,0.03,0,0,0,1
2017,3,14,17,C,High,23,25,female,2,female,female,0.28,0,1,0,0
2017,3,14,17,C,High,25,25,female,0,female,female,0.28,0,1,0,0
2017,3,14,17,C,High,30,30,female,0,female,female,0.47,0,1,0,0
2017,3,14,17,C,High,29,30,female,1,female,female,0.47,0,1,0,0
2017,3,14,17,C,High,22,23,male,1,male,male,0.22,1,0,0,0
2017,3,14,18,C,Medium,24,25,female,1,female,female,0.28,0,1,0,0
2017,3,14,18,C,Medium,28,29,female,1,female,female,0.43,0,1,0,0
2017,3,14,18,C,Medium,30,30,female,0,female,female,0.47,0,1,0,0
2017,3,14,18,C,Medium,29,30,female,1,female,female,0.47,0,1,0,0
2017,3,14,18,C,Medium,21,22,male,1,male,male,0.19,1,0,0,0
2017,3,14,18,C,Medium,26,27,male,1,male,male,0.35,1,0,0,0
2017,2,14,1,A,Low,29,30,female,1,female,female,0.47,0,1,0,0
2017,2,14,1,A,Low,30,31,female,1,female,female,0.52,0,1,0,0
2017,2,14,2,A,High,29,30,female,1,female,female,0.47,0,1,0,0
2017,2,14,2,A,High,26,26,female,0,female,female,0.31,0,1,0,0
2017,2,14,3,A,Medium,27,27,female,0,female,female,0.35,0,1,0,0
2017,2,14,4,A,High,23,24,female,1,female,female,0.25,0,1,0,0
2017,2,14,4,A,High,27,27,male,0,male,male,0.35,1,0,0,0
2017,2,14,4,A,High,24,25,female,1,female,female,0.28,0,1,0,0
2017,2,14,5,A,Medium,25,26,female,1,female,female,0.31,0,1,0,0
2017,2,14,5,A,Medium,23,25,female,2,female,female,0.28,0,1,0,0
2017,2,14,5,A,Medium,28,29,female,1,female,female,0.43,0,1,0,0
2017,2,14,5,A,Medium,29,27,female,-2,female,female,0.35,0,1,0,0
2017,2,14,5,A,Medium,34,35,female,1,female,female,0.74,0,1,0,0
2017,2,14,5,A,Medium,31,31,female,0,female,female,0.52,0,1,0,0
2017,2,14,6,A,Low,24,24,female,0,female,female,0.25,0,1,0,0
2017,2,14,6,A,Low,26,26,male,0,male,male,0.31,1,0,0,0
2017,2,14,7,B,Medium,22,24,female,2,female,female,0.25,0,1,0,0
2017,2,14,7,B,Medium,28,20,female,-8,female,female,0.15,0,1,0,0
2017,2,14,8,B,High,23,25,female,2,female,female,0.28,0,1,0,0
2017,2,14,8,B,High,27,27,female,0,female,female,0.35,0,1,0,0
2017,2,14,8,B,High,26,27,female,1,female,female,0.35,0,1,0,0
2017,2,14,8,B,High,29,31,female,2,female,female,0.52,0,1,0,0
2017,2,14,8,B,High,31,31,female,0,female,female,0.52,0,1,0,0
2017,2,14,8,B,High,26,26,female,0,female,female,0.31,0,1,0,0
2017,2,14,8,B,High,22,23,male,1,male,male,0.22,1,0,0,0
2017,2,14,9,B,Low,23,24,female,1,female,female,0.25,0,1,0,0
2017,2,14,9,B,Low,34,34,female,0,female,female,0.68,0,1,0,0
2017,2,14,9,B,Low,25,26,female,1,female,female,0.31,0,1,0,0
2017,2,14,9,B,Low,27,28,female,1,female,female,0.39,0,1,0,0
2017,2,14,9,B,Low,29,30,female,1,female,female,0.47,0,1,0,0
2017,2,14,9,B,Low,32,33,female,1,female,female,0.62,0,1,0,0
2017,2,14,10,B,High,23,23,female,0,female,female,0.22,0,1,0,0
2017,2,14,10,B,High,27,27,female,0,female,female,0.35,0,1,0,0
2017,2,14,10,B,High,26,26,female,0,female,female,0.31,0,1,0,0
2017,2,14,10,B,High,28,28,female,0,female,female,0.39,0,1,0,0
2017,2,14,10,B,High,23,24,male,1,male,male,0.25,1,0,0,0
2017,2,14,11,B,Low,22,24,female,2,female,female,0.25,0,1,0,0
2017,2,14,11,B,Low,33,33,female,0,female,female,0.62,0,1,0,0
2017,2,14,11,B,Low,24,24,female,0,female,female,0.25,0,1,0,0
2017,2,14,11,B,Low,28,30,female,2,female,female,0.47,0,1,0,0
2017,2,14,11,B,Low,25,26,male,1,male,male,0.31,1,0,0,0
2017,2,14,12,B,Medium,24,26,female,2,female,female,0.31,0,1,0,0
2017,2,14,12,B,Medium,24,24,female,0,female,female,0.25,0,1,0,0
2017,2,14,12,B,Medium,26,27,female,1,female,female,0.35,0,1,0,0
2017,2,14,12,B,Medium,29,29,female,0,female,female,0.43,0,1,0,0
2017,2,14,12,B,Medium,37,38,female,1,female,female,0.93,0,1,0,0
2017,2,14,12,B,Medium,26,28,male,2,male,male,0.39,1,0,0,0
2017,2,14,12,B,Medium,32,34,male,2,male,male,0.68,1,0,0,0
2017,2,14,12,B,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,2,14,12,B,Medium,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,2,14,12,B,Medium,NA,14,immature,NA,immature,immature,0.05,0,0,0,1
2017,2,14,13,C,Low,22,22,male,0,male,male,0.19,1,0,0,0
2017,2,14,14,C,High,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
2017,2,14,15,C,Low,24,24,female,0,female,female,0.25,0,1,0,0
2017,2,14,15,C,Low,26,23,female,-3,female,female,0.22,0,1,0,0
2017,2,14,15,C,Low,29,29,female,0,female,female,0.43,0,1,0,0
2017,2,14,15,C,Low,NA,14,immature,NA,immature,immature,0.05,0,0,0,1
2017,2,14,15,C,Low,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,2,14,15,C,Low,NA,13,immature,NA,immature,immature,0.04,0,0,0,1
2017,2,14,16,C,Medium,28,28,female,0,female,female,0.39,0,1,0,0
2017,2,14,16,C,Medium,29,28,female,-1,female,female,0.39,0,1,0,0
2017,2,14,16,C,Medium,NA,12,immature,NA,immature,immature,0.03,0,0,0,1
2017,2,14,16,C,Medium,NA,11,immature,NA,immature,immature,0.03,0,0,0,1
2017,2,14,17,C,High,26,26,female,0,female,female,0.31,0,1,0,0
2017,2,14,17,C,High,31,30,female,-1,female,female,0.47,0,1,0,0
2017,2,14,17,C,High,26,26,female,0,female,female,0.31,0,1,0,0
2017,2,14,17,C,High,22,22,male,0,male,male,0.19,1,0,0,0
2017,2,14,17,C,High,26,26,male,0,male,male,0.31,1,0,0,0
2017,2,14,17,C,High,34,34,male,0,male,male,0.68,1,0,0,0
2017,2,14,18,C,Medium,29,29,female,0,female,female,0.43,0,1,0,0
2017,2,14,18,C,Medium,22,24,male,2,male,male,0.25,1,0,0,0
