Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,Count,Score,Count.zero,Score.zero,total.num.images.for.time.lapse,total.time.min,,minimum number of images = 650,6500,108.3333333,1.805555556
GCJ,5,4,Low,16,480,23339,CAPR,,,0,0,,,,,,,
GCJ,5,4,Low,16,480,23339,FHASE,,,0,0,,,,,,,
GCJ,5,4,Low,16,480,23339,FSEPU,,,0,0,,,,,,,
GCJ,5,4,Low,16,480,23339,HYRU,,,0,0,,,,,,,
GCJ,5,4,Low,16,480,23339,MSEPU,,,0,0,,,,,,,
GCJ,5,4,Low,16,480,23339,PACL,,,0,0,,,,,,,
GCJ,5,4,Low,18,540,23399,CAPR,,,0,0,,,,,,,
GCJ,5,4,Low,18,540,23399,FHASE,,,0,0,,,,,,,
GCJ,5,4,Low,18,540,23399,FSEPU,,,0,0,,,,,,,
GCJ,5,4,Low,18,540,23399,MHASE,,,0,0,,,,,,,
GCJ,5,4,Low,18,540,23399,MSEPU,,,0,0,,,,,,,
GCJ,5,4,Low,18,540,23399,PACL,,,0,0,,,,,,,
GCJ,5,4,Low,22,660,23519,CAPR,,,0,0,,,,,,,
GCJ,5,4,Low,22,660,23519,FHASE,,,0,0,,,,,,,
GCJ,5,4,Low,22,660,23519,HYRU,,,0,0,,,,,,,
GCJ,5,4,Low,22,660,23519,MHASE,,,0,0,,,,,,,
GCJ,5,4,Low,22,660,23519,MSEPU,,,0,0,,,,,,,
GCJ,5,4,Low,22,660,23519,PACL,,,0,0,,,,,,,
GCJ,5,4,Low,30,900,23759,CAPR,,,0,0,,,,,,,
GCJ,5,4,Low,30,900,23759,FHASE,,,0,0,,,,,,,
GCJ,5,4,Low,30,900,23759,FSEPU,,,0,0,,,,,,,
GCJ,5,4,Low,30,900,23759,HYRU,,,0,0,,,,,,,
GCJ,5,4,Low,30,900,23759,MHASE,,,0,0,,,,,,,
GCJ,5,4,Low,30,900,23759,MSEPU,,,0,0,,,,,,,
GCJ,5,4,Low,30,900,23759,PANE,,,0,0,,,,,,,
GCJ,5,4,Low,36,1080,23939,CAPR,,,0,0,,,,,,,
GCJ,5,4,Low,36,1080,23939,FHASE,,,0,0,,,,,,,
GCJ,5,4,Low,36,1080,23939,FSEPU,,,0,0,,,,,,,
GCJ,5,4,Low,36,1080,23939,HYRU,,,0,0,,,,,,,
GCJ,5,4,Low,36,1080,23939,MHASE,,,0,0,,,,,,,
GCJ,5,4,Low,36,1080,23939,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,2,60,13129,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,2,60,13129,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,2,60,13129,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,2,60,13129,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,2,60,13129,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,2,60,13129,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,4,120,13189,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,4,120,13189,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,4,120,13189,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,4,120,13189,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,4,120,13189,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,4,120,13189,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,10,300,13369,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,10,300,13369,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,10,300,13369,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,10,300,13369,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,10,300,13369,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,10,300,13369,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,12,360,13429,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,12,360,13429,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,12,360,13429,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,12,360,13429,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,12,360,13429,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,12,360,13429,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,12,360,13429,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,14,420,13489,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,14,420,13489,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,14,420,13489,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,14,420,13489,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,14,420,13489,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,14,420,13489,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,14,420,13489,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,14,420,13489,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,16,480,13549,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,16,480,13549,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,16,480,13549,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,16,480,13549,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,16,480,13549,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,16,480,13549,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,16,480,13549,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,16,480,13549,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,18,540,13609,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,18,540,13609,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,18,540,13609,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,18,540,13609,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,18,540,13609,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,18,540,13609,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,18,540,13609,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,20,600,13669,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,20,600,13669,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,20,600,13669,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,20,600,13669,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,20,600,13669,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,20,600,13669,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,20,600,13669,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,20,600,13669,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,22,660,13819,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,22,660,13819,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,22,660,13819,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,22,660,13819,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,22,660,13819,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,22,660,13819,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,22,660,13819,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,22,660,13819,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,24,720,13879,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,24,720,13879,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,24,720,13879,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,24,720,13879,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,24,720,13879,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,24,720,13879,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,24,720,13879,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,24,720,13879,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,26,780,13969,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,26,780,13969,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,26,780,13969,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,26,780,13969,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,26,780,13969,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,26,780,13969,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,26,780,13969,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,26,780,13969,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,28,840,14029,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,28,840,14029,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,28,840,14029,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,28,840,14029,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,28,840,14029,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,28,840,14029,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,28,840,14029,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,28,840,14029,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,30,900,14089,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,30,900,14089,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,30,900,14089,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,30,900,14089,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,30,900,14089,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,30,900,14089,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,30,900,14089,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,30,900,14089,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,32,960,14149,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,32,960,14149,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,32,960,14149,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,32,960,14149,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,32,960,14149,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,32,960,14149,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,32,960,14149,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,32,960,14149,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,34,1020,14209,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,34,1020,14209,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,34,1020,14209,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,34,1020,14209,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,34,1020,14209,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,34,1020,14209,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,34,1020,14209,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,34,1020,14209,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,36,1080,14269,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,36,1080,14269,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,36,1080,14269,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,36,1080,14269,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,36,1080,14269,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,36,1080,14269,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,36,1080,14269,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,36,1080,14269,PANE,,,0,0,,,,,,,
GCJ,5,8,Low,38,1140,14329,CAPR,,,0,0,,,,,,,
GCJ,5,8,Low,38,1140,14329,FHASE,,,0,0,,,,,,,
GCJ,5,8,Low,38,1140,14329,FSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,38,1140,14329,HYRU,,,0,0,,,,,,,
GCJ,5,8,Low,38,1140,14329,MHASE,,,0,0,,,,,,,
GCJ,5,8,Low,38,1140,14329,MSEPU,,,0,0,,,,,,,
GCJ,5,8,Low,38,1140,14329,PACL,,,0,0,,,,,,,
GCJ,5,8,Low,38,1140,14329,PANE,,,0,0,,,,,,,
GCJ,5,7,Medium,32,960,20915,FHASE,1,4,1,4,,,,,,,
GCJ,5,7,Medium,32,960,20915,MHASE,3,4,3,4,,,,,,,
MB,4,17,Medium,4,120,17849,FSEPU,1,3,1,3,,,,,,,
GCJ,5,7,Medium,14,420,20375,FHASE,1,3,1,3,,,,,,,
GCJ,5,7,Medium,14,420,20375,MHASE,1,3,1,3,,,,,,,
GCJ,5,7,Medium,18,540,20495,FHASE,1,3,1,3,,,,,,,
GCJ,5,7,Medium,26,780,20735,MHASE,1,3,1,3,,,,,,,
GCJ,5,7,Medium,30,900,20855,PACL,1,3,1,3,,,,,,,
MB,4,17,Medium,4,120,17849,FHASE,1,2,1,2,,,,,,,
GCJ,5,16,Medium,2,60,17895,FHASE,1,2,1,2,,,,,,,
GCJ,5,7,Medium,2,60,20015,PACL,1,2,1,2,,,,,,,
GCJ,5,7,Medium,16,480,20435,FHASE,1,2,1,2,,,,,,,
GCJ,5,7,Medium,18,540,20495,FSEPU,1,2,1,2,,,,,,,
GCJ,5,7,Medium,28,840,20795,MHASE,1,2,1,2,,,,,,,
MB,4,17,Medium,10,300,18023,FHASE,1,1,1,1,,,,,,,
GCJ,5,16,Medium,2,60,17895,FSEPU,1,1,1,1,,,,,,,
GCJ,5,16,Medium,2,60,17895,MHASE,1,1,1,1,,,,,,,
GCJ,5,16,Medium,34,1020,18825,CAPR,1,1,1,1,,,,,,,
GCJ,5,7,Medium,6,180,20135,FHASE,1,1,1,1,,,,,,,
GCJ,5,7,Medium,6,180,20135,FSEPU,1,1,1,1,,,,,,,
GCJ,5,7,Medium,24,720,20675,FHASE,1,1,1,1,,,,,,,
GCJ,5,7,Medium,30,900,20855,FHASE,1,1,1,1,,,,,,,
GCJ,5,7,Medium,32,960,20915,PACL,1,1,1,1,,,,,,,
MB,4,17,Medium,2,60,17791,CAPR,,,0,0,,,,,,,
MB,4,17,Medium,2,60,17791,FHASE,,,0,0,,,,,,,
MB,4,17,Medium,2,60,17791,FSEPU,,,0,0,,,,,,,
MB,4,17,Medium,2,60,17791,HYRU,,,0,0,,,,,,,
MB,4,17,Medium,2,60,17791,MHASE,,,0,0,,,,,,,
MB,4,17,Medium,2,60,17791,MSEPU,,,0,0,,,,,,,
MB,4,17,Medium,2,60,17791,PACL,,,0,0,,,,,,,
MB,4,17,Medium,2,60,17791,PANE,,,0,0,,,,,,,
MB,4,17,Medium,4,120,17849,CAPR,,,0,0,,,,,,,
MB,4,17,Medium,4,120,17849,HYRU,,,0,0,,,,,,,
MB,4,17,Medium,4,120,17849,MHASE,,,0,0,,,,,,,
MB,4,17,Medium,4,120,17849,MSEPU,,,0,0,,,,,,,
MB,4,17,Medium,4,120,17849,PACL,,,0,0,,,,,,,
MB,4,17,Medium,4,120,17849,PANE,,,0,0,,,,,,,
MB,4,17,Medium,6,180,17907,CAPR,,,0,0,,,,,,,
MB,4,17,Medium,6,180,17907,FHASE,,,0,0,,,,,,,
MB,4,17,Medium,6,180,17907,FSEPU,,,0,0,,,,,,,
MB,4,17,Medium,6,180,17907,HYRU,,,0,0,,,,,,,
MB,4,17,Medium,6,180,17907,MHASE,,,0,0,,,,,,,
MB,4,17,Medium,6,180,17907,MSEPU,,,0,0,,,,,,,
MB,4,17,Medium,6,180,17907,PACL,,,0,0,,,,,,,
MB,4,17,Medium,6,180,17907,PANE,,,0,0,,,,,,,
MB,4,17,Medium,8,240,17965,CAPR,,,0,0,,,,,,,
MB,4,17,Medium,8,240,17965,FHASE,,,0,0,,,,,,,
MB,4,17,Medium,8,240,17965,FSEPU,,,0,0,,,,,,,
MB,4,17,Medium,8,240,17965,HYRU,,,0,0,,,,,,,
MB,4,17,Medium,8,240,17965,MHASE,,,0,0,,,,,,,
MB,4,17,Medium,8,240,17965,MSEPU,,,0,0,,,,,,,
MB,4,17,Medium,8,240,17965,PACL,,,0,0,,,,,,,
MB,4,17,Medium,8,240,17965,PANE,,,0,0,,,,,,,
MB,4,17,Medium,10,300,18023,CAPR,,,0,0,,,,,,,
MB,4,17,Medium,10,300,18023,FSEPU,,,0,0,,,,,,,
MB,4,17,Medium,10,300,18023,HYRU,,,0,0,,,,,,,
MB,4,17,Medium,10,300,18023,MHASE,,,0,0,,,,,,,
MB,4,17,Medium,10,300,18023,MSEPU,,,0,0,,,,,,,
MB,4,17,Medium,10,300,18023,PACL,,,0,0,,,,,,,
MB,4,17,Medium,10,300,18023,PANE,,,0,0,,,,,,,
MB,4,17,Medium,12,360,18081,MSEPU,,,0,0,,,,,,,
MB,4,17,Medium,12,360,18081,FSEPU,,,0,0,,,,,,,
MB,4,17,Medium,12,360,18081,MHASE,,,0,0,,,,,,,
MB,4,17,Medium,12,360,18081,FHASE,,,0,0,,,,,,,
MB,4,17,Medium,12,360,18081,PACL,,,0,0,,,,,,,
MB,4,17,Medium,12,360,18081,PANE,,,0,0,,,,,,,
MB,4,17,Medium,12,360,18081,CAPR,,,0,0,,,,,,,
MB,4,17,Medium,12,360,18081,HYRU,,,0,0,,,,,,,
MB,4,17,Medium,14,420,18139,MSEPU,,,0,0,,,,,,,
MB,4,17,Medium,14,420,18139,FSEPU,,,0,0,,,,,,,
MB,4,17,Medium,14,420,18139,MHASE,,,0,0,,,,,,,
MB,4,17,Medium,14,420,18139,FHASE,,,0,0,,,,,,,
MB,4,17,Medium,14,420,18139,PACL,,,0,0,,,,,,,
MB,4,17,Medium,14,420,18139,PANE,,,0,0,,,,,,,
MB,4,17,Medium,14,420,18139,CAPR,,,0,0,,,,,,,
MB,4,17,Medium,14,420,18139,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,2,60,17895,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,2,60,17895,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,2,60,17895,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,2,60,17895,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,2,60,17895,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,4,120,17955,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,4,120,17955,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,4,120,17955,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,4,120,17955,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,4,120,17955,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,4,120,17955,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,4,120,17955,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,4,120,17955,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,6,180,18015,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,6,180,18015,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,6,180,18015,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,6,180,18015,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,6,180,18015,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,6,180,18015,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,6,180,18015,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,8,240,18075,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,8,240,18075,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,8,240,18075,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,8,240,18075,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,8,240,18075,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,8,240,18075,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,8,240,18075,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,8,240,18075,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,10,300,18135,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,10,300,18135,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,10,300,18135,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,10,300,18135,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,10,300,18135,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,10,300,18135,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,10,300,18135,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,10,300,18135,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,12,360,18195,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,12,360,18195,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,12,360,18195,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,12,360,18195,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,12,360,18195,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,12,360,18195,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,12,360,18195,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,12,360,18195,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,14,420,18255,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,14,420,18255,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,14,420,18255,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,14,420,18255,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,14,420,18255,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,14,420,18255,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,14,420,18255,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,14,420,18255,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,16,480,18315,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,16,480,18315,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,16,480,18315,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,16,480,18315,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,16,480,18315,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,16,480,18315,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,16,480,18315,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,16,480,18315,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,18,540,18375,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,18,540,18375,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,18,540,18375,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,18,540,18375,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,18,540,18375,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,18,540,18375,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,18,540,18375,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,18,540,18375,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,20,600,18405,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,20,600,18405,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,20,600,18405,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,20,600,18405,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,20,600,18405,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,20,600,18405,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,20,600,18405,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,20,600,18405,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,22,660,18465,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,22,660,18465,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,22,660,18465,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,22,660,18465,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,22,660,18465,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,22,660,18465,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,22,660,18465,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,22,660,18465,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,24,720,18525,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,24,720,18525,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,24,720,18525,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,24,720,18525,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,24,720,18525,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,24,720,18525,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,24,720,18525,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,24,720,18525,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,26,780,18585,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,26,780,18585,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,26,780,18585,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,26,780,18585,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,26,780,18585,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,26,780,18585,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,26,780,18585,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,26,780,18585,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,28,840,18645,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,28,840,18645,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,28,840,18645,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,28,840,18645,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,28,840,18645,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,28,840,18645,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,28,840,18645,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,28,840,18645,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,30,900,18705,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,30,900,18705,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,30,900,18705,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,30,900,18705,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,30,900,18705,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,30,900,18705,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,30,900,18705,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,30,900,18705,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,32,960,18765,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,32,960,18765,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,32,960,18765,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,32,960,18765,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,32,960,18765,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,32,960,18765,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,32,960,18765,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,32,960,18765,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,34,1020,18825,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,34,1020,18825,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,34,1020,18825,HYRU,,,0,0,,,,,,,
GCJ,5,16,Medium,34,1020,18825,MHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,34,1020,18825,MSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,34,1020,18825,PACL,,,0,0,,,,,,,
GCJ,5,16,Medium,34,1020,18825,PANE,,,0,0,,,,,,,
GCJ,5,16,Medium,36,1080,18885,CAPR,,,0,0,,,,,,,
GCJ,5,16,Medium,36,1080,18885,FHASE,,,0,0,,,,,,,
GCJ,5,16,Medium,36,1080,18885,FSEPU,,,0,0,,,,,,,
GCJ,5,16,Medium,36,1080,18885,HYRU,,,0,0,,,,,,,
