Interval,Reader,Trial,Reef,Treatment,Read.number.every.5.min,frame.number,IMG.num,Species,Count,Score,Count.zero,Score.zero
Five.minute,GCJ,4,15,Low,1,30,15953,CAPR,,,0,0
Five.minute,GCJ,4,15,Low,1,30,15953,FHASE,,,0,0
Five.minute,GCJ,4,15,Low,1,30,15953,FSEPU,,,0,0
Five.minute,GCJ,4,15,Low,1,30,15953,HYRU,,,0,0
Five.minute,GCJ,4,15,Low,1,30,15953,MHASE,,,0,0
Five.minute,GCJ,4,15,Low,1,30,15953,MSEPU,,,0,0
Five.minute,GCJ,4,15,Low,1,30,15953,PACL,,,0,0
Five.minute,GCJ,4,15,Low,1,30,15953,PANE,,,0,0
Five.minute,TG,4,15,Low,2,60,15983,PACL,3,3,3,3
Five.minute,TG,4,15,Low,3,90,16013,PACL,1,3,1,3
Five.minute,TG,4,15,Low,4,120,16043,PACL,1,3,1,3
Five.minute,TG,4,15,Low,6,180,16103,PACL,1,3,1,3
Five.minute,TG,4,15,Low,11,330,16253,PACL,1,3,1,3
Five.minute,TG,4,15,Low,13,390,16313,HYRU,1,3,1,3
Five.minute,TG,4,15,Low,14,420,16343,PACL,1,3,1,3
Five.minute,TG,4,15,Low,20,600,16523,PACL,1,3,1,3
Five.minute,TG,4,15,Low,22,660,16583,MHASE,1,3,1,3
Five.minute,TG,4,15,Low,2,60,15983,FSEPU,1,2,1,2
Five.minute,TG,4,15,Low,12,360,16283,FHASE,1,2,1,2
Five.minute,TG,4,15,Low,12,360,16283,MHASE,1,2,1,2
Five.minute,TG,4,15,Low,13,390,16313,FSEPU,1,2,1,2
Five.minute,TG,4,15,Low,13,390,16313,PACL,2,2,2,2
Five.minute,TG,4,15,Low,16,480,16403,PACL,1,2,1,2
Five.minute,TG,4,15,Low,20,600,16523,MHASE,1,2,1,2
Five.minute,TG,4,15,Low,21,630,16553,FHASE,1,2,1,2
Five.minute,TG,4,15,Low,21,630,16553,MHASE,1,2,1,2
Five.minute,TG,4,15,Low,3,90,16013,FHASE,1,1,1,1
Five.minute,TG,4,15,Low,5,150,16073,FHASE,1,1,1,1
Five.minute,TG,4,15,Low,10,300,16223,PACL,1,1,1,1
Five.minute,TG,4,15,Low,14,420,16343,FHASE,1,1,1,1
Five.minute,TG,4,15,Low,2,60,15983,CAPR,,,0,0
Five.minute,TG,4,15,Low,2,60,15983,FHASE,,,0,0
Five.minute,TG,4,15,Low,2,60,15983,HYRU,,,0,0
Five.minute,TG,4,15,Low,2,60,15983,MHASE,,,0,0
Five.minute,TG,4,15,Low,2,60,15983,MSEPU,,,0,0
Five.minute,TG,4,15,Low,2,60,15983,PANE,,,0,0
Five.minute,TG,4,15,Low,3,90,16013,CAPR,,,0,0
Five.minute,TG,4,15,Low,3,90,16013,FSEPU,,,0,0
Five.minute,TG,4,15,Low,3,90,16013,HYRU,,,0,0
Five.minute,TG,4,15,Low,3,90,16013,MHASE,,,0,0
Five.minute,TG,4,15,Low,3,90,16013,MSEPU,,,0,0
Five.minute,TG,4,15,Low,3,90,16013,PANE,,,0,0
Five.minute,TG,4,15,Low,4,120,16043,CAPR,,,0,0
Five.minute,TG,4,15,Low,4,120,16043,FHASE,,,0,0
Five.minute,TG,4,15,Low,4,120,16043,FSEPU,,,0,0
Five.minute,TG,4,15,Low,4,120,16043,HYRU,,,0,0
Five.minute,TG,4,15,Low,4,120,16043,MHASE,,,0,0
Five.minute,TG,4,15,Low,4,120,16043,MSEPU,,,0,0
Five.minute,TG,4,15,Low,4,120,16043,PANE,,,0,0
Five.minute,TG,4,15,Low,5,150,16073,CAPR,,,0,0
Five.minute,TG,4,15,Low,5,150,16073,FSEPU,,,0,0
Five.minute,TG,4,15,Low,5,150,16073,HYRU,,,0,0
Five.minute,TG,4,15,Low,5,150,16073,MHASE,,,0,0
Five.minute,TG,4,15,Low,5,150,16073,MSEPU,,,0,0
Five.minute,TG,4,15,Low,5,180,16103,MSEPU,,,0,0
Five.minute,TG,4,15,Low,5,150,16073,PACL,,,0,0
Five.minute,TG,4,15,Low,5,150,16073,PANE,,,0,0
Five.minute,TG,4,15,Low,6,180,16103,CAPR,,,0,0
Five.minute,TG,4,15,Low,6,180,16103,FHASE,,,0,0
Five.minute,TG,4,15,Low,6,180,16103,FSEPU,,,0,0
Five.minute,TG,4,15,Low,6,180,16103,HYRU,,,0,0
Five.minute,TG,4,15,Low,6,180,16103,MHASE,,,0,0
Five.minute,TG,4,15,Low,6,180,16103,PANE,,,0,0
Five.minute,TG,4,15,Low,7,210,16133,CAPR,,,0,0
Five.minute,TG,4,15,Low,7,210,16133,FHASE,,,0,0
Five.minute,TG,4,15,Low,7,210,16133,FSEPU,,,0,0
Five.minute,TG,4,15,Low,7,210,16133,HYRU,,,0,0
Five.minute,TG,4,15,Low,7,210,16133,MHASE,,,0,0
Five.minute,TG,4,15,Low,7,210,16163,MSEPU,,,0,0
Five.minute,TG,4,15,Low,7,210,16133,PACL,,,0,0
Five.minute,TG,4,15,Low,7,210,16133,PANE,,,0,0
Five.minute,TG,4,15,Low,8,240,16163,CAPR,,,0,0
Five.minute,TG,4,15,Low,8,240,16163,FHASE,,,0,0
Five.minute,TG,4,15,Low,8,240,16163,FSEPU,,,0,0
Five.minute,TG,4,15,Low,8,240,16163,HYRU,,,0,0
Five.minute,TG,4,15,Low,8,240,16163,MHASE,,,0,0
Five.minute,TG,4,15,Low,8,240,16193,MSEPU,,,0,0
Five.minute,TG,4,15,Low,8,240,16163,PACL,,,0,0
Five.minute,TG,4,15,Low,8,240,16163,PANE,,,0,0
Five.minute,TG,4,15,Low,9,270,16193,CAPR,,,0,0
Five.minute,TG,4,15,Low,9,270,16193,FHASE,,,0,0
Five.minute,TG,4,15,Low,9,270,16193,FSEPU,,,0,0
Five.minute,TG,4,15,Low,9,270,16193,HYRU,,,0,0
Five.minute,TG,4,15,Low,9,270,16193,MHASE,,,0,0
Five.minute,TG,4,15,Low,9,270,16223,MSEPU,,,0,0
Five.minute,TG,4,15,Low,9,270,16193,PACL,,,0,0
Five.minute,TG,4,15,Low,9,270,16193,PANE,,,0,0
Five.minute,TG,4,15,Low,10,300,16223,CAPR,,,0,0
Five.minute,TG,4,15,Low,10,300,16223,FHASE,,,0,0
Five.minute,TG,4,15,Low,10,300,16223,FSEPU,,,0,0
Five.minute,TG,4,15,Low,10,300,16223,HYRU,,,0,0
Five.minute,TG,4,15,Low,10,300,16223,MHASE,,,0,0
Five.minute,TG,4,15,Low,10,300,16253,MSEPU,,,0,0
Five.minute,TG,4,15,Low,10,300,16223,PANE,,,0,0
Five.minute,TG,4,15,Low,11,330,16253,CAPR,,,0,0
Five.minute,TG,4,15,Low,11,330,16253,FHASE,,,0,0
Five.minute,TG,4,15,Low,11,330,16253,FSEPU,,,0,0
Five.minute,TG,4,15,Low,11,330,16253,HYRU,,,0,0
Five.minute,TG,4,15,Low,11,330,16253,MHASE,,,0,0
Five.minute,TG,4,15,Low,11,330,16283,MSEPU,,,0,0
Five.minute,TG,4,15,Low,11,330,16253,PANE,,,0,0
Five.minute,TG,4,15,Low,12,360,16283,CAPR,,,0,0
Five.minute,TG,4,15,Low,12,360,16283,FSEPU,,,0,0
Five.minute,TG,4,15,Low,12,360,16283,HYRU,,,0,0
Five.minute,TG,4,15,Low,12,360,16313,MSEPU,,,0,0
Five.minute,TG,4,15,Low,12,360,16283,PACL,,,0,0
Five.minute,TG,4,15,Low,12,360,16283,PANE,,,0,0
Five.minute,TG,4,15,Low,13,390,16313,CAPR,,,0,0
Five.minute,TG,4,15,Low,13,390,16313,FHASE,,,0,0
Five.minute,TG,4,15,Low,13,390,16313,MHASE,,,0,0
Five.minute,TG,4,15,Low,13,390,16343,MSEPU,,,0,0
Five.minute,TG,4,15,Low,13,390,16313,PANE,,,0,0
Five.minute,TG,4,15,Low,14,420,16343,CAPR,,,0,0
Five.minute,TG,4,15,Low,14,420,16343,FSEPU,,,0,0
Five.minute,TG,4,15,Low,14,420,16343,HYRU,,,0,0
Five.minute,TG,4,15,Low,14,420,16343,MHASE,,,0,0
Five.minute,TG,4,15,Low,14,420,16373,MSEPU,,,0,0
Five.minute,TG,4,15,Low,14,420,16343,PANE,,,0,0
Five.minute,TG,4,15,Low,15,450,16373,CAPR,,,0,0
Five.minute,TG,4,15,Low,15,450,16373,FHASE,,,0,0
Five.minute,TG,4,15,Low,15,450,16373,FSEPU,,,0,0
Five.minute,TG,4,15,Low,15,450,16373,HYRU,,,0,0
Five.minute,TG,4,15,Low,15,450,16373,MHASE,,,0,0
Five.minute,TG,4,15,Low,15,450,16403,MSEPU,,,0,0
Five.minute,TG,4,15,Low,15,450,16373,PACL,,,0,0
Five.minute,TG,4,15,Low,15,450,16373,PANE,,,0,0
Five.minute,TG,4,15,Low,16,480,16403,CAPR,,,0,0
Five.minute,TG,4,15,Low,16,480,16403,FHASE,,,0,0
Five.minute,TG,4,15,Low,16,480,16403,FSEPU,,,0,0
Five.minute,TG,4,15,Low,16,480,16403,HYRU,,,0,0
Five.minute,TG,4,15,Low,16,480,16403,MHASE,,,0,0
Five.minute,TG,4,15,Low,16,480,16433,MSEPU,,,0,0
Five.minute,TG,4,15,Low,16,480,16403,PANE,,,0,0
Five.minute,TG,4,15,Low,17,510,16433,CAPR,,,0,0
Five.minute,TG,4,15,Low,17,510,16433,FHASE,,,0,0
Five.minute,TG,4,15,Low,17,510,16433,FSEPU,,,0,0
Five.minute,TG,4,15,Low,17,510,16433,HYRU,,,0,0
Five.minute,TG,4,15,Low,17,510,16433,MHASE,,,0,0
Five.minute,TG,4,15,Low,17,510,16463,MSEPU,,,0,0
Five.minute,TG,4,15,Low,17,510,16433,PACL,,,0,0
Five.minute,TG,4,15,Low,17,510,16433,PANE,,,0,0
Five.minute,TG,4,15,Low,18,540,16463,CAPR,,,0,0
Five.minute,TG,4,15,Low,18,540,16463,FHASE,,,0,0
Five.minute,TG,4,15,Low,18,540,16463,FSEPU,,,0,0
Five.minute,TG,4,15,Low,18,540,16463,HYRU,,,0,0
Five.minute,TG,4,15,Low,18,540,16463,MHASE,,,0,0
Five.minute,TG,4,15,Low,18,540,16493,MSEPU,,,0,0
Five.minute,TG,4,15,Low,18,540,16463,PACL,,,0,0
Five.minute,TG,4,15,Low,18,540,16463,PANE,,,0,0
Five.minute,TG,4,15,Low,19,570,16493,CAPR,,,0,0
Five.minute,TG,4,15,Low,19,570,16493,FHASE,,,0,0
Five.minute,TG,4,15,Low,19,570,16493,FSEPU,,,0,0
Five.minute,TG,4,15,Low,19,570,16493,HYRU,,,0,0
Five.minute,TG,4,15,Low,19,570,16493,MHASE,,,0,0
Five.minute,TG,4,15,Low,19,570,16523,MSEPU,,,0,0
Five.minute,TG,4,15,Low,19,570,16493,PACL,,,0,0
Five.minute,TG,4,15,Low,19,570,16493,PANE,,,0,0
Five.minute,TG,4,15,Low,20,600,16523,CAPR,,,0,0
Five.minute,TG,4,15,Low,20,600,16523,FHASE,,,0,0
Five.minute,TG,4,15,Low,20,600,16523,FSEPU,,,0,0
Five.minute,TG,4,15,Low,20,600,16523,HYRU,,,0,0
Five.minute,TG,4,15,Low,20,600,16553,MSEPU,,,0,0
Five.minute,TG,4,15,Low,20,600,16523,PANE,,,0,0
Five.minute,TG,4,15,Low,21,630,16553,CAPR,,,0,0
Five.minute,TG,4,15,Low,21,630,16553,FSEPU,,,0,0
Five.minute,TG,4,15,Low,21,630,16553,HYRU,,,0,0
Five.minute,TG,4,15,Low,21,630,16583,MSEPU,,,0,0
Five.minute,TG,4,15,Low,21,630,16553,PACL,,,0,0
Five.minute,TG,4,15,Low,21,630,16553,PANE,,,0,0
Five.minute,TG,4,15,Low,22,660,16583,CAPR,,,0,0
Five.minute,TG,4,15,Low,22,660,16583,FHASE,,,0,0
Five.minute,TG,4,15,Low,22,660,16583,FSEPU,,,0,0
Five.minute,TG,4,15,Low,22,660,16583,HYRU,,,0,0
Five.minute,TG,4,15,Low,22,660,16583,MSEPU,,,0,0
Five.minute,TG,4,15,Low,22,660,16583,PACL,,,0,0
Five.minute,TG,4,15,Low,22,660,16583,PANE,,,0,0
Five.minute,TG,4,15,Low,23,690,16613,CAPR,,,0,0
Five.minute,TG,4,15,Low,23,690,16613,FHASE,,,0,0
Five.minute,TG,4,15,Low,23,690,16613,FSEPU,,,0,0
Five.minute,TG,4,15,Low,23,690,16613,HYRU,,,0,0
Five.minute,TG,4,15,Low,23,690,16613,MHASE,,,0,0
Five.minute,TG,4,15,Low,23,690,16613,MSEPU,,,0,0
Five.minute,TG,4,15,Low,23,690,16613,PACL,,,0,0
Five.minute,TG,4,15,Low,23,690,16613,PANE,,,0,0
Five.minute,TG,4,15,Low,24,720,16643,CAPR,,,0,0
Five.minute,TG,4,15,Low,24,720,16643,FHASE,,,0,0
Five.minute,TG,4,15,Low,24,720,16643,FSEPU,,,0,0
Five.minute,TG,4,15,Low,24,720,16643,HYRU,,,0,0
Five.minute,TG,4,15,Low,24,720,16643,MHASE,,,0,0
Five.minute,TG,4,15,Low,24,720,16643,MSEPU,,,0,0
Five.minute,TG,4,15,Low,24,720,16643,PACL,,,0,0
Five.minute,TG,4,15,Low,24,720,16643,PANE,,,0,0
Five.minute,TG,4,15,Low,25,750,16673,CAPR,,,0,0
Five.minute,TG,4,15,Low,25,750,16673,FHASE,,,0,0
Five.minute,TG,4,15,Low,25,750,16673,FSEPU,,,0,0
Five.minute,TG,4,15,Low,25,750,16673,HYRU,,,0,0
Five.minute,TG,4,15,Low,25,750,16673,MHASE,,,0,0
Five.minute,TG,4,15,Low,25,750,16673,MSEPU,,,0,0
Five.minute,TG,4,15,Low,25,750,16673,PACL,,,0,0
Five.minute,TG,4,15,Low,25,750,16673,PANE,,,0,0
Five.minute,TG,4,15,Low,26,780,16703,CAPR,,,0,0
Five.minute,TG,4,15,Low,26,780,16703,FHASE,,,0,0
Five.minute,TG,4,15,Low,26,780,16703,FSEPU,,,0,0
Five.minute,TG,4,15,Low,26,780,16703,HYRU,,,0,0
Five.minute,TG,4,15,Low,26,780,16703,MHASE,,,0,0
Five.minute,TG,4,15,Low,26,780,16703,MSEPU,,,0,0
Five.minute,TG,4,15,Low,26,780,16703,PACL,,,0,0
Five.minute,TG,4,15,Low,26,780,16703,PANE,,,0,0
Five.minute,TG,4,15,Low,27,810,16733,CAPR,,,0,0
Five.minute,TG,4,15,Low,27,810,16733,FHASE,,,0,0
Five.minute,TG,4,15,Low,27,810,16733,FSEPU,,,0,0
Five.minute,TG,4,15,Low,27,810,16733,HYRU,,,0,0
Five.minute,TG,4,15,Low,27,810,16733,MHASE,,,0,0
Five.minute,TG,4,15,Low,27,810,16733,MSEPU,,,0,0
Five.minute,TG,4,15,Low,27,810,16733,PACL,,,0,0
Five.minute,TG,4,15,Low,27,810,16733,PANE,,,0,0
Five.minute,TG,4,15,Low,28,840,16763,CAPR,,,0,0
Five.minute,TG,4,15,Low,28,840,16763,FHASE,,,0,0
Five.minute,TG,4,15,Low,28,840,16763,FSEPU,,,0,0
Five.minute,TG,4,15,Low,28,840,16763,HYRU,,,0,0
Five.minute,TG,4,15,Low,28,840,16763,MHASE,,,0,0
Five.minute,TG,4,15,Low,28,840,16763,MSEPU,,,0,0
Five.minute,TG,4,15,Low,28,840,16763,PACL,,,0,0
Five.minute,TG,4,15,Low,28,840,16763,PANE,,,0,0
Five.minute,TG,4,15,Low,29,870,16793,CAPR,,,0,0
Five.minute,TG,4,15,Low,29,870,16793,FHASE,,,0,0
Five.minute,TG,4,15,Low,29,870,16793,FSEPU,,,0,0
Five.minute,TG,4,15,Low,29,870,16793,HYRU,,,0,0
Five.minute,TG,4,15,Low,29,870,16793,MHASE,,,0,0
Five.minute,TG,4,15,Low,29,870,16793,MSEPU,,,0,0
Five.minute,TG,4,15,Low,29,870,16793,PACL,,,0,0
Five.minute,TG,4,15,Low,29,870,16793,PANE,,,0,0
Five.minute,TG,4,15,Low,30,900,16823,CAPR,,,0,0
Five.minute,TG,4,15,Low,30,900,16823,FHASE,,,0,0
Five.minute,TG,4,15,Low,30,900,16823,FSEPU,,,0,0
Five.minute,TG,4,15,Low,30,900,16823,HYRU,,,0,0
Five.minute,TG,4,15,Low,30,900,16823,MHASE,,,0,0
Five.minute,TG,4,15,Low,30,900,16823,MSEPU,,,0,0
Five.minute,TG,4,15,Low,30,900,16823,PACL,,,0,0
Five.minute,TG,4,15,Low,30,900,16823,PANE,,,0,0
Five.minute,TG,4,15,Low,31,930,16853,CAPR,,,0,0
Five.minute,TG,4,15,Low,31,930,16853,FHASE,,,0,0
Five.minute,TG,4,15,Low,31,930,16853,FSEPU,,,0,0
Five.minute,TG,4,15,Low,31,930,16853,HYRU,,,0,0
Five.minute,TG,4,15,Low,31,930,16853,MHASE,,,0,0
Five.minute,TG,4,15,Low,31,930,16853,MSEPU,,,0,0
Five.minute,TG,4,15,Low,31,930,16853,PACL,,,0,0
Five.minute,TG,4,15,Low,31,930,16853,PANE,,,0,0
Five.minute,TG,4,15,Low,32,960,16883,CAPR,,,0,0
Five.minute,TG,4,15,Low,32,960,16883,FHASE,,,0,0
Five.minute,TG,4,15,Low,32,960,16883,FSEPU,,,0,0
Five.minute,TG,4,15,Low,32,960,16883,HYRU,,,0,0
Five.minute,TG,4,15,Low,32,960,16883,MHASE,,,0,0
Five.minute,TG,4,15,Low,32,960,16883,MSEPU,,,0,0
Five.minute,TG,4,15,Low,32,960,16883,PACL,,,0,0
Five.minute,TG,4,15,Low,32,960,16883,PANE,,,0,0
Five.minute,TG,4,15,Low,33,990,16913,CAPR,,,0,0
Five.minute,TG,4,15,Low,33,990,16913,FHASE,,,0,0
Five.minute,TG,4,15,Low,33,990,16913,FSEPU,,,0,0
Five.minute,TG,4,15,Low,33,990,16913,HYRU,,,0,0
Five.minute,TG,4,15,Low,33,990,16913,MHASE,,,0,0
Five.minute,TG,4,15,Low,33,990,16913,MSEPU,,,0,0
Five.minute,TG,4,15,Low,33,990,16913,PACL,,,0,0
Five.minute,TG,4,15,Low,33,990,16913,PANE,,,0,0
Five.minute,TG,4,15,Low,34,1020,16943,CAPR,,,0,0
Five.minute,TG,4,15,Low,34,1020,16943,FHASE,,,0,0
Five.minute,TG,4,15,Low,34,1020,16943,FSEPU,,,0,0
Five.minute,TG,4,15,Low,34,1020,16943,HYRU,,,0,0
Five.minute,TG,4,15,Low,34,1020,16943,MHASE,,,0,0
Five.minute,TG,4,15,Low,34,1020,16943,MSEPU,,,0,0
Five.minute,TG,4,15,Low,34,1020,16943,PACL,,,0,0
Five.minute,TG,4,15,Low,34,1020,16943,PANE,,,0,0
Five.minute,TG,4,15,Low,35,1050,16973,CAPR,,,0,0
Five.minute,TG,4,15,Low,35,1050,16973,FHASE,,,0,0
Five.minute,TG,4,15,Low,35,1050,16973,FSEPU,,,0,0
Five.minute,TG,4,15,Low,35,1050,16973,HYRU,,,0,0
Five.minute,TG,4,15,Low,35,1050,16973,MHASE,,,0,0
Five.minute,TG,4,15,Low,35,1050,16973,MSEPU,,,0,0
Five.minute,TG,4,15,Low,35,1050,16973,PACL,,,0,0
Five.minute,TG,4,15,Low,35,1050,16973,PANE,,,0,0
Five.minute,TG,4,15,Low,36,1080,17003,CAPR,,,0,0
Five.minute,TG,4,15,Low,36,1080,17003,FHASE,,,0,0
Five.minute,TG,4,15,Low,36,1080,17003,FSEPU,,,0,0
Five.minute,TG,4,15,Low,36,1080,17003,HYRU,,,0,0
Five.minute,TG,4,15,Low,36,1080,17003,MHASE,,,0,0
Five.minute,TG,4,15,Low,36,1080,17003,MSEPU,,,0,0
Five.minute,TG,4,15,Low,36,1080,17003,PACL,,,0,0
Five.minute,TG,4,15,Low,36,1080,17003,PANE,,,0,0
Ten.minute,TG,4,15,Low,2,60,15983,PACL,3,3,3,3
Ten.minute,TG,4,15,Low,4,120,16043,PACL,1,3,1,3
Ten.minute,TG,4,15,Low,6,180,16103,PACL,1,3,1,3
Ten.minute,TG,4,15,Low,14,420,16343,PACL,1,3,1,3
Ten.minute,TG,4,15,Low,20,600,16523,PACL,1,3,1,3
Ten.minute,TG,4,15,Low,22,660,16583,MHASE,1,3,1,3
Ten.minute,TG,4,15,Low,2,60,15983,FSEPU,1,2,1,2
Ten.minute,TG,4,15,Low,12,360,16283,FHASE,1,2,1,2
Ten.minute,TG,4,15,Low,12,360,16283,MHASE,1,2,1,2
Ten.minute,TG,4,15,Low,16,480,16403,PACL,1,2,1,2
Ten.minute,TG,4,15,Low,20,600,16523,MHASE,1,2,1,2
Ten.minute,TG,4,15,Low,10,300,16223,PACL,1,1,1,1
Ten.minute,TG,4,15,Low,14,420,16343,FHASE,1,1,1,1
Ten.minute,TG,4,15,Low,2,60,15983,CAPR,,,0,0
Ten.minute,TG,4,15,Low,2,60,15983,FHASE,,,0,0
Ten.minute,TG,4,15,Low,2,60,15983,HYRU,,,0,0
Ten.minute,TG,4,15,Low,2,60,15983,MHASE,,,0,0
Ten.minute,TG,4,15,Low,2,60,15983,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,2,60,15983,PANE,,,0,0
Ten.minute,TG,4,15,Low,4,120,16043,CAPR,,,0,0
Ten.minute,TG,4,15,Low,4,120,16043,FHASE,,,0,0
Ten.minute,TG,4,15,Low,4,120,16043,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,4,120,16043,HYRU,,,0,0
Ten.minute,TG,4,15,Low,4,120,16043,MHASE,,,0,0
Ten.minute,TG,4,15,Low,4,120,16043,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,4,120,16043,PANE,,,0,0
Ten.minute,TG,4,15,Low,6,180,16103,CAPR,,,0,0
Ten.minute,TG,4,15,Low,6,180,16103,FHASE,,,0,0
Ten.minute,TG,4,15,Low,6,180,16103,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,6,180,16103,HYRU,,,0,0
Ten.minute,TG,4,15,Low,6,180,16103,MHASE,,,0,0
Ten.minute,TG,4,15,Low,6,180,16103,PANE,,,0,0
Ten.minute,TG,4,15,Low,8,240,16163,CAPR,,,0,0
Ten.minute,TG,4,15,Low,8,240,16163,FHASE,,,0,0
Ten.minute,TG,4,15,Low,8,240,16163,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,8,240,16163,HYRU,,,0,0
Ten.minute,TG,4,15,Low,8,240,16163,MHASE,,,0,0
Ten.minute,TG,4,15,Low,8,240,16193,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,8,240,16163,PACL,,,0,0
Ten.minute,TG,4,15,Low,8,240,16163,PANE,,,0,0
Ten.minute,TG,4,15,Low,10,300,16223,CAPR,,,0,0
Ten.minute,TG,4,15,Low,10,300,16223,FHASE,,,0,0
Ten.minute,TG,4,15,Low,10,300,16223,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,10,300,16223,HYRU,,,0,0
Ten.minute,TG,4,15,Low,10,300,16223,MHASE,,,0,0
Ten.minute,TG,4,15,Low,10,300,16253,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,10,300,16223,PANE,,,0,0
Ten.minute,TG,4,15,Low,12,360,16283,CAPR,,,0,0
Ten.minute,TG,4,15,Low,12,360,16283,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,12,360,16283,HYRU,,,0,0
Ten.minute,TG,4,15,Low,12,360,16313,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,12,360,16283,PACL,,,0,0
Ten.minute,TG,4,15,Low,12,360,16283,PANE,,,0,0
Ten.minute,TG,4,15,Low,14,420,16343,CAPR,,,0,0
Ten.minute,TG,4,15,Low,14,420,16343,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,14,420,16343,HYRU,,,0,0
Ten.minute,TG,4,15,Low,14,420,16343,MHASE,,,0,0
Ten.minute,TG,4,15,Low,14,420,16373,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,14,420,16343,PANE,,,0,0
Ten.minute,TG,4,15,Low,16,480,16403,CAPR,,,0,0
Ten.minute,TG,4,15,Low,16,480,16403,FHASE,,,0,0
Ten.minute,TG,4,15,Low,16,480,16403,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,16,480,16403,HYRU,,,0,0
Ten.minute,TG,4,15,Low,16,480,16403,MHASE,,,0,0
Ten.minute,TG,4,15,Low,16,480,16433,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,16,480,16403,PANE,,,0,0
Ten.minute,TG,4,15,Low,18,540,16463,CAPR,,,0,0
Ten.minute,TG,4,15,Low,18,540,16463,FHASE,,,0,0
Ten.minute,TG,4,15,Low,18,540,16463,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,18,540,16463,HYRU,,,0,0
Ten.minute,TG,4,15,Low,18,540,16463,MHASE,,,0,0
Ten.minute,TG,4,15,Low,18,540,16493,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,18,540,16463,PACL,,,0,0
Ten.minute,TG,4,15,Low,18,540,16463,PANE,,,0,0
Ten.minute,TG,4,15,Low,20,600,16523,CAPR,,,0,0
Ten.minute,TG,4,15,Low,20,600,16523,FHASE,,,0,0
Ten.minute,TG,4,15,Low,20,600,16523,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,20,600,16523,HYRU,,,0,0
Ten.minute,TG,4,15,Low,20,600,16553,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,20,600,16523,PANE,,,0,0
Ten.minute,TG,4,15,Low,22,660,16583,CAPR,,,0,0
Ten.minute,TG,4,15,Low,22,660,16583,FHASE,,,0,0
Ten.minute,TG,4,15,Low,22,660,16583,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,22,660,16583,HYRU,,,0,0
Ten.minute,TG,4,15,Low,22,660,16583,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,22,660,16583,PACL,,,0,0
Ten.minute,TG,4,15,Low,22,660,16583,PANE,,,0,0
Ten.minute,TG,4,15,Low,24,720,16643,CAPR,,,0,0
Ten.minute,TG,4,15,Low,24,720,16643,FHASE,,,0,0
Ten.minute,TG,4,15,Low,24,720,16643,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,24,720,16643,HYRU,,,0,0
Ten.minute,TG,4,15,Low,24,720,16643,MHASE,,,0,0
Ten.minute,TG,4,15,Low,24,720,16643,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,24,720,16643,PACL,,,0,0
Ten.minute,TG,4,15,Low,24,720,16643,PANE,,,0,0
Ten.minute,TG,4,15,Low,26,780,16703,CAPR,,,0,0
Ten.minute,TG,4,15,Low,26,780,16703,FHASE,,,0,0
Ten.minute,TG,4,15,Low,26,780,16703,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,26,780,16703,HYRU,,,0,0
Ten.minute,TG,4,15,Low,26,780,16703,MHASE,,,0,0
Ten.minute,TG,4,15,Low,26,780,16703,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,26,780,16703,PACL,,,0,0
Ten.minute,TG,4,15,Low,26,780,16703,PANE,,,0,0
Ten.minute,TG,4,15,Low,28,840,16763,CAPR,,,0,0
Ten.minute,TG,4,15,Low,28,840,16763,FHASE,,,0,0
Ten.minute,TG,4,15,Low,28,840,16763,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,28,840,16763,HYRU,,,0,0
Ten.minute,TG,4,15,Low,28,840,16763,MHASE,,,0,0
Ten.minute,TG,4,15,Low,28,840,16763,MSEPU,,,0,0
Ten.minute,TG,4,15,Low,28,840,16763,PACL,,,0,0
Ten.minute,TG,4,15,Low,28,840,16763,PANE,,,0,0
Ten.minute,TG,4,15,Low,30,900,16823,CAPR,,,0,0
Ten.minute,TG,4,15,Low,30,900,16823,FHASE,,,0,0
Ten.minute,TG,4,15,Low,30,900,16823,FSEPU,,,0,0
Ten.minute,TG,4,15,Low,30,900,16823,HYRU,,,0,0
